"journal_title","scopus_yes","oa_yes","dim_yes"
"Journal of Agribusiness in Developing and Emerging Economies",1,0,1
"Journal of Agricultural & Food Industrial Organization",0,1,1
"Journal of Agricultural Biological and Environmental Statistics",1,0,1
"Journal of Agricultural Economics",1,0,1
"Journal of Agricultural Education and Extension",1,0,0
"Journal of Agricultural Engineering",1,1,0
"Journal of Agricultural Extension",1,0,0
"Journal of Agricultural Extension and Rural Development",0,0,1
"Journal of Agricultural Safety and Health",1,1,1
"Journal of Agricultural Science",1,1,0
"Journal of Agricultural and Applied Economics",1,1,1
"Journal of Agricultural and Environmental Ethics",1,1,0
"Journal of Agricultural and Food Chemistry",1,0,1
"Journal of Agricultural and Food Industrial Organization",1,0,1
"Journal of Agricultural and Food Information",1,0,0
"Journal of Agricultural and Resource Economics",1,0,0
"Journal of Agriculture Food Systems and Community Development",1,1,1
"Journal of Agriculture and Environment for International Development",1,0,0
"Journal of Agriculture and Food Research",1,0,1
"Journal of Agriculture and Rural Development in the Tropics and Subtropics",1,0,0
"Journal of Agriculture and Rural Development in the Tropics and Subtropics Supplement",1,0,0
"Journal of Agriculture of the University of Puerto Rico",1,0,0
"Journal of Agro-Technology and Rural Sciences",0,1,0
"Journal of Agromedicine",1,1,1
"Journal of Agronomy and Crop Science",1,0,0
"Journal of Animal Ecology",1,0,1
"Journal of Animal Science",1,1,1
"Journal of Apicultural Research",1,0,1
"Journal of Applied Animal Research",1,0,0
"Journal of Applied Animal Welfare Science",1,0,1
"Journal of Applied Botany and Food Quality",1,0,0
"Journal of Applied Communications",0,1,0
"Journal of Applied Ecology",1,0,1
"Journal of Applied Entomology",0,0,1
"Journal of Applied Farm Economics",0,1,0
"Journal of Applied Meteorology and Climatology",1,1,1
"Journal of Applied Microbiology",1,0,1
"Journal of Applied Poultry Research",1,0,0
"Journal of Applied Remote Sensing",1,0,1
"Journal of Applied Statistics",1,1,1
"Journal of Aquatic Animal Health",1,0,0
"Journal of Arid Environments",1,0,1
"Journal of Asian and African Studies",1,0,0
"Journal of Atmospheric and Oceanic Technology",0,1,0
"Journal of Bioeconomics",1,0,0
"Journal of Biological Dynamics",1,0,0
"Journal of Biosafety and Biosecurity",0,0,1
"Journal of Business Ethics",1,1,0
"Journal of Business Research",1,0,0
"Journal of Cannabis Research",0,1,1
"Journal of Cereal Science",0,0,1
"Journal of Cleaner Production",1,1,1
"Journal of Climate",1,1,1
"Journal of Clinical Microbiology",0,0,1
"Journal of Co-operative Organization and Management",1,0,1
"Journal of Community Health",1,1,1
"Journal of Community Psychology",1,0,0
"Journal of Contaminant Hydrology",1,0,1
"Journal of Contemporary Asia",1,0,0
"Journal of Contemporary Water Research & Education",0,0,1
"Journal of Crop Improvement",1,0,1
"Journal of Crop Science and Biotechnology",1,0,0
"Journal of Cultural Geography",0,0,1
"Journal of Dairy Research",1,0,0
"Journal of Dairy Science",1,0,1
"Journal of Development Economics",1,0,1
"Journal of Development Effectiveness",1,0,0
"Journal of Development Studies",1,0,0
"Journal of Developmental Entrepreneurship",1,0,1
"Journal of Digital Landscape Architecture",1,0,0
"Journal of Eastern European and Central Asian Research",1,0,1
"Journal of Economic Behavior & Organization",0,1,1
"Journal of Economic Behavior and Organization",1,0,1
"Journal of Economic Entomology",1,0,1
"Journal of Economic Growth",1,0,0
"Journal of Economic History",1,0,0
"Journal of Economic Issues",1,0,0
"Journal of Emergency Management",1,0,0
"Journal of Emergency Nursing",1,0,0
"Journal of Engineering and Technological Sciences",1,0,0
"Journal of Entomological Science",1,0,1
"Journal of Environmental Economics and Management",1,0,1
"Journal of Environmental Economics and Policy",1,0,1
"Journal of Environmental Engineering and Science",1,0,0
"Journal of Environmental Horticulture",1,1,0
"Journal of Environmental Informatics",1,0,0
"Journal of Environmental Management",1,1,1
"Journal of Environmental Planning and Management",1,0,1
"Journal of Environmental Psychology",1,0,0
"Journal of Environmental Quality",1,1,1
"Journal of Environmental Radioactivity",1,0,0
"Journal of Environmental Science and Health - Part B Pesticides Food Contaminants and Agricultural Wastes",1,0,0
"Journal of Environmental Sciences (China)",1,0,0
"Journal of Environmental Studies and Sciences",1,0,0
"Journal of Environmental and Public Health",1,0,0
"Journal of Epidemiology and Community Health",1,0,0
"Journal of Equine Veterinary Science",1,0,0
"Journal of Ethnic Foods",1,0,0
"Journal of Ethnobiology and Ethnomedicine",1,0,1
"Journal of Experimental Botany",0,0,1
"Journal of Exposure Science & Environmental Epidemiology",0,0,1
"Journal of Exposure Science and Environmental Epidemiology",1,0,1
"Journal of Extension",1,1,0
"Journal of Family Business Management",1,0,1
"Journal of Field Robotics",0,0,1
"Journal of Fish and Wildlife Management",1,0,0
"Journal of Flood Risk Management",1,0,1
"Journal of Folklore Research",1,0,0
"Journal of Food Products Marketing",1,0,0
"Journal of Food Protection",1,0,1
"Journal of Food Quality",0,0,1
"Journal of Food Science",1,0,1
"Journal of Food Science and Technology",1,0,0
"Journal of Forest Economics",1,1,1
"Journal of Forest Research",1,0,0
"Journal of Forestry",1,0,1
"Journal of Fungi",1,0,1
"Journal of Geography (Chigaku Zasshi)",1,0,0
"Journal of Geophysical Research Biogeosciences",0,1,1
"Journal of Geophysical Research: Atmospheres",1,0,1
"Journal of Geophysical Research: Biogeosciences",1,0,0
"Journal of Global Oncology",0,1,0
"Journal of Government and Economics",1,0,0
"Journal of Great Lakes Research",1,1,1
"Journal of Hazardous Materials",1,0,1
"Journal of Healthcare Quality Research",0,0,1
"Journal of Herbs Spices and Medicinal Plants",1,0,0
"Journal of Heredity",0,0,1
"Journal of Heritage Tourism",1,0,1
"Journal of Higher Education Theory and Practice",1,0,0
"Journal of Housing Economics",0,0,1
"Journal of Hunger & Environmental Nutrition",0,1,1
"Journal of Hunger and Environmental Nutrition",1,0,0
"Journal of Hydrologic Engineering",1,0,1
"Journal of Hydrology",1,0,1
"Journal of Hydrology Regional Studies",0,1,1
"Journal of Hydrology: Regional Studies",1,0,1
"Journal of Hydrometeorology",0,1,0
"Journal of Imaging",1,0,0
"Journal of Immigrant & Refugee Studies",0,0,1
"Journal of Industrial Ecology",1,0,1
"Journal of Information Communication and Ethics in Society",1,0,0
"Journal of Insect Science",1,0,1
"Journal of Institutional Economics",0,0,1
"Journal of Integrated Pest Management",1,0,1
"Journal of Integrative Agriculture",1,1,1
"Journal of International Development",1,0,0
"Journal of International Economics",0,0,1
"Journal of International Food & Agribusiness Marketing",0,0,1
"Journal of International Food and Agribusiness Marketing",1,0,0
"Journal of International Logistics and Trade",1,0,0
"Journal of Invertebrate Pathology",0,0,1
"Journal of Irrigation and Drainage Engineering",1,0,1
"Journal of Korean Society for Atmospheric Environment",1,0,0
"Journal of Land Use Science",1,0,1
"Journal of Landscape Ecology(Czech Republic)",1,0,0
"Journal of Librarianship and Information Science",1,0,0
"Journal of Logistics Informatics and Service Science",1,0,0
"Journal of Low Frequency Noise Vibration and Active Control",1,0,0
"Journal of Management Studies",0,1,0
"Journal of Marine Science and Engineering",1,0,0
"Journal of Materials and Environmental Science",1,0,0
"Journal of Mechanical Design",1,0,1
"Journal of Medical Entomology",1,0,1
"Journal of Medical Humanities",0,1,0
"Journal of Membrane Science",1,0,0
"Journal of Mountain Science",1,0,0
"Journal of Natural Sciences Research",0,1,0
"Journal of Nematology",1,0,1
"Journal of Nutrition",0,0,1
"Journal of Nutrition Education and Behavior",0,1,0
"Journal of Nutrition and Food Security",1,0,0
"Journal of Occupational Health",1,0,0
"Journal of Occupational Health Psychology",1,0,0
"Journal of Occupational and Environmental Hygiene",1,1,1
"Journal of Occupational and Environmental Medicine",1,1,1
"Journal of Ocean and Coastal Economics",0,1,0
"Journal of Official Statistics",1,1,1
"Journal of Open Innovation Technology Market and Complexity",0,1,0
"Journal of Paleolimnology",1,0,0
"Journal of Peasant Studies",1,0,1
"Journal of Pest Science",1,0,0
"Journal of Planning Education and Research",0,1,0
"Journal of Planning History",1,0,0
"Journal of Planning Literature",1,0,1
"Journal of Plant Diseases and Protection",1,0,0
"Journal of Plant Growth Regulation",1,0,1
"Journal of Plant Pathology",1,0,0
"Journal of Plant Registrations",1,0,1
"Journal of Policy Modeling",1,0,1
"Journal of Political Ecology",1,1,0
"Journal of Poverty",1,0,1
"Journal of Preventive Medicine and Public Health",1,0,0
"Journal of Productivity Analysis",1,0,1
"Journal of Public Economics",0,0,1
"Journal of Quality Assurance in Hospitality and Tourism",1,0,0
"Journal of Raptor Research",1,0,1
"Journal of Real Estate Finance and Economics",1,0,0
"Journal of Regulatory Economics",0,0,1
"Journal of Renewable Energy and Environment",1,0,0
"Journal of Research in Technical Careers",0,1,0
"Journal of Risk and Financial Management",1,0,1
"Journal of Risk and Insurance",1,0,0
"Journal of Rural Health",1,0,1
"Journal of Rural Social Sciences",0,1,0
"Journal of Rural Studies",1,1,1
"Journal of Safety Research",1,0,1
"Journal of School Health",0,1,0
"Journal of Science Policy & Governance",0,1,0
"Journal of Sensors",1,0,0
"Journal of Shellfish Research",1,0,1
"Journal of Social Issues",0,1,0
"Journal of Social and Economic Development",1,0,0
"Journal of Soil and Water Conservation",1,1,0
"Journal of Soils and Sediments",1,0,0
"Journal of South American Earth Sciences",1,0,1
"Journal of South Carolina water resources",0,1,0
"Journal of Southeast Asian Economies",1,0,0
"Journal of Sport and Tourism",1,0,0
"Journal of Stored Products Research",1,0,0
"Journal of Surgical Research",1,0,1
"Journal of Survey Statistics and Methodology",1,0,1
"Journal of Sustainable Bioenergy Systems",0,0,1
"Journal of Sustainable Forestry",1,0,1
"Journal of Sustainable Marketing",0,1,0
"Journal of Sustainable Tourism",0,0,1
"Journal of Tourism Heritage and Services Marketing",1,0,0
"Journal of Toxicology and Environmental Health - Part B: Critical Reviews",1,0,1
"Journal of Travel Research",1,0,1
"Journal of Urban Planning and Development",1,0,0
"Journal of Vacation Marketing",1,0,0
"Journal of Veterinary Diagnostic Investigation",1,0,1
"Journal of Veterinary Medical Education",1,0,0
"Journal of Virological Methods",1,0,1
"Journal of Water Process Engineering",1,0,1
"Journal of Water Resources Planning and Management",1,1,1
"Journal of Water and Climate Change",1,0,1
"Journal of Water and Health",1,0,0
"Journal of Water and Land Development",1,0,0
"Journal of Wildlife Diseases",1,0,0
"Journal of Wildlife Management",1,0,1
"Journal of Wine Economics",0,0,1
"Journal of the ASABE",1,0,1
"Journal of the Academy of Nutrition and Dietetics",0,1,1
"Journal of the Agricultural and Applied Economics Association",0,0,1
"Journal of the Air & Waste Management Association",0,1,0
"Journal of the Air and Waste Management Association",1,0,1
"Journal of the American Geriatrics Society",0,1,0
"Journal of the American Planning Association",1,1,0
"Journal of the American Society for Horticultural Science",1,0,0
"Journal of the American Veterinary Medical Association",1,0,0
"Journal of the American Water Resources Association",1,0,1
"Journal of the Association of Environmental and Resource Economists",1,1,0
"Journal of the European Economic Association",0,0,1
"Journal of the Kansas Entomological Society",1,0,0
"Journal of the Kentucky Academy of Science",0,0,1
"Journal of the Korean Society of Food Science and Nutrition",1,0,0
"Journal of the Royal Statistical Society Series A (Statistics in Society)",0,0,1
"Journal of the Saudi Society of Agricultural Sciences",1,0,0
"Journal of the South African Veterinary Association",1,0,0
"Journal of the World Aquaculture Society",1,0,1
"Korean Journal of Food Science and Technology",1,0,0
"Korean Journal of Medicinal Crop Science",1,0,0
"Labor Studies Journal",1,0,0
"Labour Economics",1,0,1
"Land",1,1,1
"Land Degradation and Development",1,0,0
"Land Economics",1,1,0
"Land Use Policy",1,1,1
"Landscape Ecology",1,1,1
"Landscape Journal",1,0,0
"Landscape and Ecological Engineering",1,0,0
"Landscape and Urban Planning",1,0,1
"Landslides",1,0,0
"Latino Studies",1,0,0
"Legume Science",1,0,0
"Letters in Spatial and Resource Sciences",1,0,0
"Life",1,0,1
"Life The Excitement of Biology",0,1,0
"Livestock Science",1,0,0
"Local Environment",1,0,1
"Logistics",1,0,1
"Lung",1,0,0
"Mammal Study",1,0,0
"Mammalian Biology",1,0,0
"Man and the Economy",0,1,0
"Management Science",1,0,0
"Management of Biological Invasions",1,0,0
"Management of Environmental Quality: An International Journal",1,0,0
"Managerial and Decision Economics",1,0,1
"Margin",1,0,0
"Marine Ecology Progress Series",1,0,0
"Marine Environmental Research",1,0,1
"Marine Policy",1,1,0
"Marine Pollution Bulletin",1,0,1
"Marine Resource Economics",1,0,0
"Mathematical Problems in Engineering",1,0,0
"Meat Science",1,0,0
"Meat and Muscle Biology",1,1,1
"Meteorological Monographs",0,1,0
"Methodological Innovations",1,1,1
"Michigan Law Review",1,0,0
"Microbiology Resource Announcements",1,0,0
"Microbiology Spectrum",1,1,1
"Microorganisms",1,0,1
"Migraciones",1,0,0
"Miscellanea Geographica",1,0,0
"Mitigation and Adaptation Strategies for Global Change",1,0,1
"Mitteilungen der Osterreichischen Geographischen Gesellschaft",1,0,0
"Modern Economy",0,0,1
"Molecular Breeding",1,0,0
"Molecular Ecology",0,0,1
"Molecular Genetics and Genomics",1,0,0
"Molecular Plant-Microbe Interactions",1,0,0
"Molecules",1,0,1
"Monthly Labor Review",1,0,0
"Mycologia",1,0,1
"Mycological Progress",0,0,1
"NEW SOLUTIONS A Journal of Environmental and Occupational Health Policy",0,1,1
"NJAS - Wageningen Journal of Life Sciences",1,0,0
"Natural Areas Journal",1,0,1
"Natural Hazards",1,0,1
"Natural Resource Modeling",1,0,1
"Natural Resources Forum",1,0,0
"Natural Sciences Education",1,0,1
"Natural hazards and earth system sciences",0,1,0
"Nature",1,0,1
"Nature Climate Change",1,1,1
"Nature Communications",1,1,1
"Nature Food",1,1,1
"Nature Plants",1,0,1
"Nature Reviews Earth & Environment",0,0,1
"Nature Sustainability",1,1,1
"Nature Water",0,1,1
"New Forests",1,0,0
"New Labor Forum",1,0,0
"New Medit",1,1,0
"New Phytologist",0,0,1
"Nitrogen",0,0,1
"Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering",1,0,0
"Nordia Geographical Publications",1,1,0
"North American Actuarial Journal",0,0,1
"North American Journal of Aquaculture",1,0,1
"Northeastern Naturalist",1,0,0
"Nursing Science Quarterly",1,0,0
"Nutrient Cycling in Agroecosystems",1,1,1
"Nutrients",1,1,1
"Nutrition Journal",1,0,0
"Nutrition Reviews",1,0,1
"Nutrition Today",1,1,0
"ORYX",1,0,0
"Obesity",0,1,0
"Obesity Science & Practice",0,0,1
"Ocean & Coastal Management",0,0,1
"Ocean and Coastal Management",1,0,1
"Ocean and Polar Research",1,0,0
"Oecologia",1,0,1
"Omega",0,0,1
"Omega (United Kingdom)",1,0,1
"One Earth",0,1,0
"One Health",1,0,1
"Online Journal of Rural Nursing and Health Care",0,1,0
"Open Access Journal of Environmental and Soil Sciences",0,1,0
"Open Agriculture",1,0,1
"Open Journal of Animal Sciences",0,0,1
"Open Journal of Safety Science and Technology",0,0,1
"Open Journal of Soil Science",0,0,1
"Open Library of Humanities",0,0,1
"Open Research Europe",0,1,0
"Organic Agriculture",1,1,1
"Organic Farming",0,1,0
"Organization & Environment",0,1,0
"Organization and Environment",1,0,1
"Ornithological Applications",1,0,1
"Ornithology",0,0,1
"Outlook on Agriculture",1,1,1
"Outlooks on Pest Management",1,0,0
"Oxford Development Studies",1,0,0
"PLOS Biology",0,0,1
"PLOS Climate",0,1,0
"PLOS Neglected Tropical Diseases",0,0,1
"PLOS ONE",0,0,1
"PLOS Sustainability and Transformation",0,1,0
"PLoS Biology",1,1,0
"PLoS Computational Biology",1,1,0
"PLoS Neglected Tropical Diseases",1,0,0
"PLoS ONE",1,1,1
"Pace Environmental Law Review",0,1,0
"Paddy and Water Environment",1,0,0
"Pakistan Journal of Agricultural Research",1,0,0
"Pakistan Journal of Nutrition",1,0,0
"Papers in Applied Geography",1,1,0
"Papers in Regional Science",1,0,1
"Parasite Epidemiology and Control",1,0,0
"Parasites & Vectors",0,1,0
"Parasites and Vectors",1,0,1
"Pathogens",1,0,1
"Pediatric Emergency Care",1,0,1
"Pediatric Pulmonology",1,0,1
"PeerJ",1,1,1
"Pennsylvania History",1,0,0
"People and Nature",1,0,1
"Perspectives on Public Management and Governance",1,0,1
"Pesquisa Operacional",1,0,0
"Pest Management Science",1,1,1
"Pesticide Research Journal",1,0,0
"Philippine Journal of Fisheries",1,0,0
"Philosophical Transactions of the Royal Society A Mathematical Physical and Engineering Sciences",0,0,1
"Philosophical Transactions of the Royal Society A: Mathematical Physical and Engineering Sciences",1,0,0
"Philosophical Transactions of the Royal Society B Biological Sciences",0,0,1
"Photogrammetric Engineering and Remote Sensing",1,0,0
"Physical Geography",1,0,0
"Physiological and Molecular Plant Pathology",1,0,0
"Physiology & Behavior",0,1,0
"Physiotherapy Canada",1,0,0
"PhytoFrontiers",0,1,0
"Phyton-International Journal of Experimental Botany",1,0,0
"Phytopathology",1,0,0
"Planning Perspectives",1,0,0
"Plant Breeding",1,0,0
"Plant Disease",1,1,0
"Plant Genetic Resources",0,1,0
"Plant Genetic Resources: Characterisation and Utilisation",1,0,0
"Plant Genome",1,0,1
"Plant Health Progress",1,0,0
"Plant Methods",1,0,1
"Plant Pathology",1,0,1
"Plant Phenome Journal",1,0,1
"Plant Physiology",1,0,1
"Plant Production Science",1,0,0
"Plant Stress",1,0,0
"Plant and Soil",1,0,1
"Plant-Environment Interactions",1,0,0
"Planta",1,0,1
"Plants",1,1,1
"Pluralist",1,0,0
"Poetics",1,0,0
"Population Ecology",1,0,0
"Population Space and Place",1,0,0
"Population and Development Review",1,0,0
"Population and Environment",1,0,1
"Populism",1,0,0
"Portal",1,0,0
"Post-Communist Economies",0,0,1
"Postharvest Biology and Technology",1,0,1
"Poultry Science",1,1,0
"Precision Agriculture",1,1,1
"Preventing Chronic Disease",1,0,1
"Preventive Medicine",1,0,0
"Preventive Veterinary Medicine",1,1,1
"Proceedings of International Conference on Business Management",0,1,0
"Proceedings of the ACM on Human-Computer Interaction",1,0,1
"Proceedings of the Entomological Society of Washington",1,0,1
"Proceedings of the Institution of Civil Engineers: Engineering Sustainability",1,0,0
"Proceedings of the National Academy of Sciences",0,1,0
"Proceedings of the National Academy of Sciences of the United States of America",1,0,1
"Proceedings of the Royal Society B",0,0,1
"Proceedings of the Royal Society B Biological Sciences",0,1,0
"Proceedings of the Royal Society B: Biological Sciences",1,0,1
"Process Integration and Optimization for Sustainability",0,1,0
"Process Safety Progress",0,0,1
"Processes",1,0,1
"Production and Operations Management",1,0,0
"Professional Animal Scientist",1,0,1
"Professional Geographer",1,0,0
"Psychological Thought",1,0,0
"Public Administration",1,0,1
"Public Administration Review",1,0,0
"Public Choice",1,0,0
"Public Health Nursing",1,0,1
"Public Health Nutrition",0,1,1
"Q Open",0,0,1
"Qualitative Health Research",1,0,0
"RAND Journal of Economics",1,0,1
"REGION",0,1,0
"ROBOMECH Journal",1,0,0
"RSF",1,0,0
"Radiation Effects and Defects in Solids",1,0,0
"Rangeland Ecology & Management",0,1,1
"Rangeland Ecology and Management",1,0,1
"Rangeland Journal",1,0,0
"Rangelands",1,0,1
"Reclamation Sciences",0,1,0
"Regional Environmental Change",1,1,1
"Regional Science Policy and Practice",1,0,0
"Regional Science and Urban Economics",0,0,1
"Regional Studies Regional Science",1,0,1
"Regional Sustainability",1,0,0
"Remote Sensing",1,1,1
"Remote Sensing Applications: Society and Environment",1,0,1
"Remote Sensing in Ecology and Conservation",1,0,0
"Remote Sensing of Environment",1,1,1
"Renewable Agriculture and Food Systems",1,1,1
"Renewable Energy",1,0,1
"Renewable and Sustainable Energy Reviews",1,0,1
"Research Society and Development",0,1,0
"Research in Plant Disease",1,0,0
"Research in Veterinary Science",0,1,0
"Resource and Energy Economics",1,1,1
"Resources",1,0,0
"Resources Conservation & Recycling Advances",0,0,1
"Resources Conservation and Recycling",1,1,1
"Restoration Ecology",1,0,1
"Results in Control and Optimization",1,0,0
"Review of Agricultural Food and Environmental Studies",0,1,0
"Review of Development Economics",0,0,1
"Review of Economics and Statistics",1,0,1
"Review of European and Comparative Law",0,1,0
"Review of Financial Studies",0,0,1
"Review of Industrial Organization",1,0,1
"Review of International Economics",1,0,1
"Review of International Political Economy",1,0,0
"Review of Regional Studies",1,1,0
"Review of Scientific Instruments",0,0,1
"Reviews in Aquaculture",0,0,1
"Reviews in Chemical Engineering",1,0,1
"Reviews in Fisheries Science & Aquaculture",0,0,1
"Reviews of Geophysics",0,1,1
"Revista Brasileira de Entomologia",1,0,0
"Revista Brasileira de Parasitologia Veterinaria",1,0,0
"Revista Facultad de Medicina",1,0,0
"Revista Iberoamericana de Viticultura Agroindustria y Ruralidad",1,0,0
"Revista de Ciencias Sociales",1,0,0
"Revista de Economia e Sociologia Rural",1,1,0
"Risk Analysis",1,0,1
"River Research and Applications",1,0,1
"Royal Society Open Science",1,0,1
"Rural Mental Health",0,0,1
"Rural Society",1,0,0
"Rural Sociology",1,1,1
"Rural and Remote Health",0,1,1
"Russian Journal of Economics",1,0,0
"SAGE Open",1,0,1
"SCIREA Journal of Health",0,1,0
"SN Applied Sciences",1,0,0
"SOIL",1,0,0
"SSM - Population Health",0,1,1
"SSM - Qualitative Research in Health",1,0,1
"SSRN Electronic Journal",0,1,0
"Safety",1,0,1
"Safety Science",0,0,1
"Sarhad Journal of Agriculture",1,0,0
"Science",0,1,0
"Science Advances",1,0,1
"Science Technology and Society",1,0,0
"Science of the Total Environment",1,0,1
"Scientia Agriculturae Bohemica",1,0,0
"Scientia Horticulturae",1,0,1
"Scientia agrria paranaensis/Revista scientia agrria paranaensis",0,1,0
"Scientific African",1,1,0
"Scientific Data",0,1,1
"Scientific Electronic Archives",0,1,0
"Scientific Reports",1,1,1
"Scientific investigations report",0,1,0
"Scientifica",1,0,0
"Scottish Geographical Journal",1,0,0
"Sensors",1,0,0
"Sensors (Switzerland)",1,0,0
"Silk Road A Journal of Eurasian Development",0,1,0
"Sleep Health",0,0,1
"Small Ruminant Research",1,0,0
"Small-scale Forestry",1,1,1
"Smart Agricultural Technology",1,0,1
"Social Currents",1,0,0
"Social Forces",1,0,0
"Social Problems",0,0,1
"Social Science History",0,0,1
"Social Science Japan Journal",1,0,0
"Social Science Journal",1,0,0
"Social Science Quarterly",1,0,0
"Social Science and Medicine",1,0,0
"Social Sciences",0,1,0
"Social Work in Public Health",1,0,0
"Social and Cultural Geography",1,0,1
"Society & Natural Resources",0,1,1
"Society and Animals",1,0,0
"Society and Natural Resources",1,0,1
"Socio-Ecological Practice Research",1,0,1
"Socio-Environmental Systems Modeling",0,1,0
"Sociologia Ruralis",1,0,0
"Sociological Spectrum",1,0,1
"Sociology of Race and Ethnicity",1,0,0
"Soil Biology and Biochemistry",1,0,1
"Soil Research",1,0,0
"Soil Science Society of America Journal",1,0,1
"Soil Security",0,0,1
"Soil Systems",1,0,1
"Soil Use and Management",1,0,0
"Soil and Tillage Research",1,1,1
"South African Journal of Agricultural Extension",1,0,0
"South African Journal of Geomatics",0,1,0
"South Asia Economic Journal",1,0,0
"South East Asia Research",1,0,0
"Southeastern Geographer",1,0,0
"Southwestern Entomologist",1,0,1
"Spanish Journal of Agricultural Research",1,0,0
"Spatial Economics",1,0,0
"Spatial Statistics",0,0,1
"Spatial and Spatio-temporal Epidemiology",1,0,1
"Statistical Journal of the IAOS",1,1,1
"Statisztikai Szemle",1,0,0
"Stats",0,1,1
"Strategic Planning for Energy and the Environment",1,0,0
"Studies in Agricultural Economics",1,0,0
"Suicide and Life-Threatening Behavior",1,0,0
"Suid-Afrikaanse tydskrif vir landbouvoorligting/South African journal of agricultural extension",0,1,0
"Survey Practice",0,1,0
"Survey Research Methods",1,0,0
"Sustainability",0,1,1
"Sustainability (Switzerland)",1,0,1
"Sustainability Science",1,0,1
"Sustainability in Debate",1,0,0
"Sustainable Agriculture Research",0,1,0
"Sustainable Cities and Society",1,0,0
"Sustainable Energy Technologies and Assessments",0,0,1
"Sustainable Production and Consumption",1,1,1
"Sustainable Water Resources Management",1,1,1
"Symbiosis",1,0,0
"Symmetry",1,0,0
"Systematic Reviews",0,1,1
"Systemic Practice and Action Research",1,0,0
"Systems Engineering",1,0,1
"Technology in Society",1,0,1
"Telecommunications Policy",1,0,1
"Texas Journal of Science",1,0,0
"Texas Water Journal",1,0,0
"Thai Journal of Veterinary Medicine",1,0,0
"The American Review of Public Administration",0,0,1
"The Bovine Practitioner",0,1,1
"The Economic Journal",0,1,1
"The Egyptian Journal of Remote Sensing and Space Science",0,1,0
"The Extractive Industries and Society",0,0,1
"The Federal Reserve Bank of Kansas City Research Working Papers",0,1,0
"The Geneva Papers on Risk and Insurance - Issues and Practice",0,0,1
"The Geneva Papers on Risk and Insurance Issues and Practice",0,1,0
"The Holocene",0,0,1
"The Indian Journal of Agricultural Sciences",0,1,0
"The International Food and Agribusiness Management Review",0,1,0
"The Journal of Agricultural Education and Extension",0,1,1
"The Journal of Agricultural Science",0,1,0
"The Journal of Economic History",0,1,1
"The Journal of Infectious Diseases",0,0,1
"The Journal of Law and Economics",0,1,0
"The Journal of Rural Health",0,0,1
"The Lancet Planetary Health",0,0,1
"The Professional Animal Scientist",0,0,1
"The Professional Geographer",0,0,1
"The Quarterly Journal of Economics",0,0,1
"The RAND Journal of Economics",0,1,0
"The Review of Black Political Economy",0,1,0
"The Review of Economic Studies",0,1,0
"The Review of Economics and Statistics",0,0,1
"The Science of The Total Environment",0,1,1
"The international archives of the photogrammetry remote sensing and spatial information sciences/International archives of the photogrammetry remote sensing and spatial information sciences",0,1,0
"The journal of cotton science/Journal of cotton science",0,1,0
"Theoretical Ecology",1,0,1
"Theoretical and Applied Climatology",1,0,1
"Thermal Science",1,0,0
"Tobacco Science and Technology",1,0,0
"Tourism Economics",0,0,1
"Tourism Management",1,0,0
"Tourism Recreation Research",1,0,1
"Tourism and Hospitality Research",0,1,0
"Toxicology and Applied Pharmacology",0,0,1
"Toxics",1,0,1
"Transactions of the ASABE",1,1,1
"Transactions of the American Fisheries Society",1,0,0
"Transboundary and Emerging Diseases",1,1,1
"Transgenic Research",1,0,1
"Translational Animal Science",1,0,1
"Traumatology An International Journal",0,1,0
"Trees Forests and People",1,1,1
"Trends in Food Science & Technology",0,1,0
"Tropical Animal Health and Production",1,0,0
"Tropical Conservation Science",0,0,1
"Tropical Medicine and Health",1,0,0
"U.S. Geological Survey circular/U.S. Geological Survey Circular",0,1,0
"UNED Research Journal",0,1,0
"US Geological Survey Open-File Report",1,0,0
"US Geological Survey Professional Paper",1,0,0
"USGS Scientific Investigations Report",1,0,0
"Urban Agriculture & Regional Food Systems",0,0,1
"Urban Agriculture and Regional Food Systems",1,0,1
"Urban Ecosystems",1,0,0
"Urban Forestry & Urban Greening",0,0,1
"Urban Science",0,1,0
"Urbe",1,0,0
"Utilities Policy",1,0,0
"Vector-Borne and Zoonotic Diseases",0,0,1
"Veterinary Clinics of North America Food Animal Practice",0,0,1
"Veterinary Medicine International",0,0,1
"Veterinary Medicine and Science",1,0,0
"Veterinary Microbiology",1,0,1
"Veterinary Parasitology",1,0,1
"Veterinary Parasitology Regional Studies and Reports",0,0,1
"Veterinary Parasitology: Regional Studies and Reports",1,0,1
"Veterinary Record",0,0,1
"Veterinary Sciences",1,0,1
"Veterinary World",1,0,0
"Veterinary and Animal Science",1,0,0
"Viruses",1,0,1
"WIT Transactions on Ecology and the Environment",1,0,0
"WSEAS TRANSACTIONS ON ENVIRONMENT AND DEVELOPMENT",0,1,0
"Waste Management",1,0,0
"Waste Management & Research The Journal for a Sustainable Circular Economy",0,0,1
"Waste Management and Research",1,0,0
"Water",0,1,1
"Water (Switzerland)",1,0,1
"Water Air and Soil Pollution",1,0,1
"Water Economics and Policy",1,0,1
"Water Environment Research",1,0,1
"Water International",1,1,0
"Water Policy",1,0,1
"Water Quality Research Journal",1,0,0
"Water Research",1,0,1
"Water Research X",0,0,1
"Water Resources Research",1,1,1
