"journal_title","scopus_yes","oa_yes","dim_yes"
"Political Behavior",1,0,1
"Political Research Quarterly",0,0,1
"Politics and the Life Sciences",1,0,1
"Population Health Management",1,0,1
"Population Research and Policy Review",1,1,1
"Population Review",1,0,0
"Population Space and Place",1,0,1
"Population and Environment",1,1,1
"Practical Radiation Oncology",1,0,1
"Prehospital Emergency Care",1,0,0
"Prehospital and Disaster Medicine",0,0,1
"Preventing Chronic Disease",1,1,1
"Prevention Science",1,1,1
"Preventive Medicine",1,1,1
"Preventive Medicine Reports",1,1,1
"Preventive medicine",1,0,0
"Proceedings of the ACM on Human-Computer Interaction",1,0,1
"Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies",1,0,0
"Proceedings of the National Academy of Sciences of Belarus Agrarian Series",0,1,0
"Proceedings of the National Academy of Sciences of the United States of America",1,0,1
"Professional Development in Education",1,0,0
"Professional Psychology: Research and Practice",1,0,0
"Psychiatric Quarterly",1,0,0
"Psychiatric Services",1,0,1
"Psychiatry Research Communications",0,0,1
"Psychological Services",1,1,0
"Psychology in the Schools",1,0,0
"Public Choice",0,0,1
"Public Health",1,0,1
"Public Health Nursing",1,0,0
"Public Health Nutrition",1,1,1
"Public Health Reports",1,1,1
"Public Policy & Aging Report",0,1,1
"Quality of Life Research",1,0,1
"RSF",1,0,0
"RSF The Russell Sage Foundation Journal of the Social Sciences",0,0,1
"Real Estate Economics",0,0,1
"Regional Environmental Change",1,0,1
"Regional Science and Urban Economics",0,0,1
"Regional Studies Regional Science",1,0,1
"Regional and Federal Studies",1,0,0
"Rehabilitation Oncology",0,0,1
"Renewable Agriculture and Food Systems",1,1,1
"Renewable Energy Focus",1,0,1
"Research Policy",1,0,1
"Research in Gerontological Nursing",1,0,0
"Research in Higher Education",1,0,0
"Research in Human Development",0,1,1
"Research in Social and Administrative Pharmacy",1,0,1
"Research in Transportation Economics",0,0,1
"Resource and Energy Economics",0,0,1
"Resources Conservation and Recycling",1,0,0
"Retina",1,0,1
"Review of Economics of the Household",0,1,0
"Review of Financial Studies",0,0,1
"Review of Radical Political Economics",0,0,1
"Review of Regional Studies",1,1,0
"Revista Enfermagem",1,0,0
"Revista Panamericana de Salud Publica/Pan American Journal of Public Health",1,0,0
"Risk Analysis",1,0,1
"Rural Mental Health",0,0,1
"Rural Society",1,0,0
"Rural Sociology",1,1,1
"Rural Special Education Quarterly",1,0,1
"Rural and Remote Health",1,1,1
"SSM - Population Health",1,1,1
"SSRN Electronic Journal",0,1,0
"Safety",1,0,1
"Science Advances",1,0,1
"Science of the Total Environment",1,0,1
"Scientific Data",0,1,1
"Scientific Reports",1,1,1
"Seminars in Ophthalmology",1,0,0
"Sexual Health",1,0,0
"Sexuality Research and Social Policy",1,0,1
"Sexually Transmitted Diseases",1,0,1
"Sexually Transmitted Infections",1,0,0
"Skin Health and Disease",1,0,1
"Small Business Economics",0,0,1
"Social Marketing Quarterly",0,0,1
"Social Problems",0,0,1
"Social Science & Medicine",0,1,0
"Social Science Research",0,0,1
"Social Science and Medicine",1,0,1
"Social Sciences",1,0,1
"Social Sciences and Humanities Open",1,0,0
"Society and Natural Resources",1,0,1
"Socio-Economic Planning Sciences",1,0,1
"Sociological Focus",1,0,1
"Sociological Inquiry",1,0,1
"Sociological Quarterly",1,0,1
"Socius",1,0,1
"Southeastern Geographer",1,0,0
"Southern Economic Journal",1,1,0
"Southern Medical Journal",1,0,1
"Spatial Information Research",1,0,1
"Spatial and Spatio-temporal Epidemiology",1,1,1
"Spine",0,0,1
"State Politics and Policy Quarterly",1,0,0
"Stochastic Environmental Research and Risk Assessment",1,0,1
"Studies in Conflict and Terrorism",0,0,1
"Substance Abuse",1,1,1
"Substance Abuse: Research and Treatment",1,0,0
"Substance Use & Misuse",0,1,1
"Substance Use &amp Addiction Journal",0,0,1
"Substance Use and Misuse",1,0,1
"Supportive Care in Cancer",1,0,1
"Surgery",0,1,1
"Surgery (United States)",1,0,1
"Surgery for Obesity and Related Diseases",1,0,1
"Sustainability",0,1,1
"Sustainability (Switzerland)",1,0,1
"Sustainability Science",1,0,1
"Telecommunications Policy",1,0,1
"Telematics and Informatics",1,0,1
"Telemedicine Journal and e-Health",0,0,1
"Telemedicine and e-Health",1,0,1
"The American Journal of Drug and Alcohol Abuse",0,1,1
"The American Journal of Emergency Medicine",0,0,1
"The American Journal of Surgery",0,1,1
"The American Surgeon",0,0,1
"The Annals of Family Medicine",0,1,1
"The Annals of Regional Science",0,0,1
"The Annals of Thoracic Surgery",0,0,1
"The Annals of the American Academy of Political and Social Science",0,0,1
"The BMJ",0,0,1
"The Electricity Journal",0,0,1
"The Extractive Industries and Society",0,0,1
"The FASEB Journal",0,1,0
"The Forum",0,1,1
"The International Food and Agribusiness Management Review",0,1,0
"The Journal Of Hand Surgery",0,0,1
"The Journal of Agricultural Education and Extension",0,0,1
"The Journal of Allergy and Clinical Immunology In Practice",0,0,1
"The Journal of Arthroplasty",0,0,1
"The Journal of Behavioral Health Services & Research",0,1,1
"The Journal of Pediatrics",0,0,1
"The Journal of Rural Health",0,1,1
"The Journal of the American Board of Family Medicine",0,1,1
"The Journal of the American Dental Association",0,1,0
"The Journals of Gerontology Series B",0,1,1
"The Lancet Oncology",0,0,1
"The Lancet Public Health",1,0,1
"The Lancet Regional Health - Americas",0,1,1
"The Pre-Collegiate Global Health Review",0,1,0
"The Qualitative Report",0,1,0
"The Rural Educator",0,1,0
"The Social Science Journal",0,0,1
"The journal of nutrition health & aging",0,1,0
"Thyroid",1,0,0
"Tobacco Control",1,1,1
"Tobacco Induced Diseases",1,0,1
"Topics in Clinical Nutrition",1,1,1
"Tourism Economics",0,0,1
"Tourism Planning and Development",1,0,1
"Tpllkozsmarketing",0,1,0
"Transgender Health",1,0,1
"Translational Behavioral Medicine",1,1,1
"Translational Journal of the American College of Sports Medicine",0,0,1
"Transplantation",1,0,1
"Transportation Research Part A: Policy and Practice",1,0,0
"Transportation Research Part F Traffic Psychology and Behaviour",0,0,1
"Transportation Research Part F: Traffic Psychology and Behaviour",1,0,1
"Transportation Research Record",1,0,0
"Transportation Science",1,0,0
"Traumatology",1,0,0
"Travel Behaviour and Society",1,0,1
"Trials",1,0,1
"Urban Forestry & Urban Greening",0,0,1
"Urban Forestry and Urban Greening",1,0,1
"Urban forestry & urban greening",0,1,0
"Urologic Oncology Seminars and Original Investigations",0,0,1
"Urologic Oncology: Seminars and Original Investigations",1,0,0
"Urology",1,0,1
"VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations",0,0,1
"Vaccine",1,0,1
"Vaccines",1,0,0
"Value in Health",0,0,1
"Vector-Borne and Zoonotic Diseases",0,0,1
"Victims and Offenders",1,0,1
"Violence Against Women",1,0,0
"Water Resources Research",0,0,1
"Weather Climate and Society",0,0,1
"Western Journal of Nursing Research",1,0,1
"Women and Health",1,0,0
"Women s Health Reports",0,1,0
"Women's Health",0,0,1
"Women's Health Issues",1,0,1
"Women's Health Reports",1,0,1
"World Development",0,1,1
"World Medical and Health Policy",1,0,0
"eLife",1,1,1
"npj Parkinson's Disease",0,0,1
"npj Viruses",0,0,1
NA,0,0,1
