journal_title,Scopus only,OpenAlex Seed only,OpenAlex FT only,Dimensions only,Scopus ∩ OA Seed,Scopus ∩ OA FT,Scopus ∩ Dimensions,OA Seed ∩ OA FT,OA Seed ∩ Dimensions,OA FT ∩ Dimensions,Scopus ∩ OA Seed ∩ OA FT,Scopus ∩ OA Seed ∩ Dimensions,Scopus ∩ OA FT ∩ Dimensions,OA Seed ∩ OA FT ∩ Dimensions,Scopus ∩ OA Seed ∩ OA FT ∩ Dimensions
Journal of Aging and Health,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agribusiness and Rural Development,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Applied Economics,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Applied Research in Intellectual Disabilities,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Journal of Cancer Survivorship,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Journal of College Student Retention Research Theory & Pr...,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Journal of College and Character,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Journal of Diabetes,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Journal of Diabetes and its Complications,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Journal of Economic Issues,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Epidemiology and Community Health,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Family Psychology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Gerontological Social Work,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Human Sciences and Extension,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Librarianship and Information Science,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Medical Internet Research,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Nutrition & Food Sciences,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Journal of Pediatric and Adolescent Gynecology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Pediatrics,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Physical Activity and Health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Psychoactive Drugs,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Psychosomatic Obstetrics and Gynecology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Public Health Management and Practice,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Journal of Public Health Policy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Urban Health,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Journal of Women s Health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the American Board of Family Medicine,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the American College of Nutrition,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the American Heart Association,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Journal of the National Cancer Institute,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Jurnal Gizi dan Pangan,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney Medicine,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Landscape and Urban Planning,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Malaysian Journal of Medicine and Health Sciences,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysian Journal of Public Health Medicine,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mediterranean Journal of Nutrition and Metabolism,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minerva Pediatrica,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Directions for Child and Adolescent Development,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
New Solutions,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Carolina Medical Journal,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Nursing Outlook,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nutrition & Dietetics,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Nutrition Research Reviews,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Nutrition and Food Science,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nutrition and Food Sciences Research,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Obesity Science and Practice,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Online Journal of Rural Nursing and Health Care,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDIATRICS,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PLOS ONE,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Patient Education and Counseling,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pediatric Allergy and Immunology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pediatric Clinics of North America,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Pediatric Pulmonology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Permanente Journal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perspectives in Public Health,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physiology & Behavior,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Preventive Nutrition and Food Science,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Progress in Cardiovascular Diseases,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Progress in Community Health Partnerships: Research Educa...,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychology in the Schools,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Revista Facultad Nacional de Salud Publica,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salud Publica de Mexico,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Currents,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Social Problems,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Social Work and Social Sciences Review,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sociological Inquiry,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Sociology Compass,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Sociology of Health and Illness,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stroke,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Sustainability (Switzerland),0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
The Gerontologist,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
The Journal of Cardiovascular Nursing,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
The Journal of Infectious Diseases,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
The Permanente Journal,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
The Science of The Total Environment,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Topics in Clinical Nutrition,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VOLUNTAS International Journal of Voluntary and Nonprofit...,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellbeing Space and Society,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
West Indian Medical Journal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Journal of Nursing Research,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
World Journal of Urology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
World Nutrition,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Advances in Family Practice Nursing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Adyaman niversitesi Salk Bilimleri Dergisi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Annual Review of Anthropology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia Pacific Journal of Social Work and Development,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta Studies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BMC Geriatrics,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMC Primary Care,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMJ Open Diabetes Research and Care,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biomdica,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
California Agriculture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Challenges,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ecology and Society,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Economic Anthropology,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Electronic Green Journal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Energy Research & Social Science,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Evolution Medicine and Public Health,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Food & Nutrition Research,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Foods,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Frontiers in Medicine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeoScape,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Geriatrics,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gerontology and Geriatric Medicine,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Health Promotion and Chronic Disease Prevention in Canada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Healthcare (Switzerland),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interdisciplinary Journal of Rural and Community Studies,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Migration Health and Social Care,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Translational Medicine,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JMIR mhealth and uhealth,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Affective Disorders Reports,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Allergy and Clinical Immunology: In Practice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Applied Communications,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Clinical Child and Adolescent Psychology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Pediatric Health Care,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Pediatric Nursing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the Agricultural and Applied Economics Associa...,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the American Dental Association,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the International AIDS Society,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysian Journal of Nutrition,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Measurement: Journal of the International Measurement Con...,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mehmet Akif Ersoy niversitesi Uygulamal Bilimler Dergisi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Metabolites,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Methods and Protocols,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nutrition and Diabetes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Population Medicine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portuguese Journal of Public Health,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Progress in Nutrition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rural Sociology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salk Bilimleri Dergisi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Service Review,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Work and Social Welfare,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sustainable Production and Consumption,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The JBI Database of Systematic Reviews and Implementation...,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Journal of the Association of Nurses in AIDS Care : J...,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mHealth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
