journal_title,Scopus only,OpenAlex Seed only,OpenAlex FT only,Dimensions only,Scopus ∩ OA Seed,Scopus ∩ OA FT,Scopus ∩ Dimensions,OA Seed ∩ OA FT,OA Seed ∩ Dimensions,OA FT ∩ Dimensions,Scopus ∩ OA Seed ∩ OA FT,Scopus ∩ OA Seed ∩ Dimensions,Scopus ∩ OA FT ∩ Dimensions,OA Seed ∩ OA FT ∩ Dimensions,Scopus ∩ OA Seed ∩ OA FT ∩ Dimensions
Children's Health Care,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Climatic Change,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Clinical Breast Cancer,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Community Mental Health Journal,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Community Work and Family,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Comprehensive Psychiatry,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Constitutional Political Economy,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Crime Law and Social Change,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Criminal Justice and Behavior,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Critical Care,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Current Issues in Criminal Justice,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Data in Brief,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Dermatologic Surgery,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Diabetes/Metabolism Research and Reviews,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Disability and Health Journal,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Drug and Alcohol Dependence Reports,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Drug and Alcohol Review,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Earth system science data,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Eastern Economic Journal,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Emerging Infectious Diseases,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Environment International,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Environmental Education Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Environmental Monitoring and Assessment,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Environmental Science and Pollution Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Epidemiology and Infection,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Ethnicity and Health,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
European Journal of Surgical Oncology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Experimental and Clinical Psychopharmacology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Forest Science,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
GeoJournal,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Geospatial health,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Geriatric Orthopaedic Surgery and Rehabilitation,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Hand,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Head and Neck,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Health Affairs Scholar,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Health Communication,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Health Education Journal,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Health Education Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Health Policy and Technology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Health Psychology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Housing and Society,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Human Service Organizations Management Leadership and Gov...,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Infection Control and Hospital Epidemiology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
International Journal of Behavioral Medicine,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
International Journal of Cancer,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
International Journal of Health Economics and Management,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
International Journal of Health Planning and Management,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
International Journal of Health Promotion and Education,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
International Journal of Hygiene and Environmental Health,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
International Journal of Water Resources Development,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
JACC: Cardiovascular Imaging,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
JAMA,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
JAMA Cardiology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
JAMA Ophthalmology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
JAMA Otolaryngology - Head and Neck Surgery,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
JAMA Psychiatry,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
JCO Precision Oncology,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Journal of Adolescent and Young Adult Oncology,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Affective Disorders,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Aggression Maltreatment and Trauma,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Aging and Physical Activity,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Journal of Aging and Social Policy,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Agromedicine,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Journal of Alzheimer's Disease,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Journal of Arthroplasty,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Autism and Developmental Disorders,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Clinical Anesthesia,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Clinical Endocrinology and Metabolism,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Clinical Nursing,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Clinical and Translational Science,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Journal of Community Psychology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Comparative Effectiveness Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Developmental & Behavioral Pediatrics,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Journal of Diabetes Investigation,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Drug Issues,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Environmental and Public Health,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Epidemiology and Community Health,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Family Issues,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Family Violence,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Gastrointestinal Cancer,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Health Economics,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Journal of Health and Social Behavior,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Healthcare Management,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Leisure Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Managed Care and Specialty Pharmacy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Medical Virology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Midwifery and Women's Health,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Nursing Care Quality,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Nursing Regulation,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Nutrition in Gerontology and Geriatrics,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Paediatrics and Child Health,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Policy Analysis and Management,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Journal of Prevention and Intervention in the Community,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Primary Care & Community Health,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Journal of Psychiatric Research,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Psychosomatic Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Radiotherapy in Practice,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Religion and Health,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Research in Childhood Education,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Studies on Alcohol and Drugs,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Urban Economics,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Journal of Water and Health,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of the American Academy of Child and Adolescent P...,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of the American Dental Association,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Journal of the American Heart Association,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of the American Medical Informatics Association,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of the Pediatric Infectious Diseases Society,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of the Society for Social Work and Research,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journals of Gerontology - Series B Psychological Sciences...,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Local Government Studies,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Managerial and Decision Economics,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Managing Sport and Leisure,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Maternal and Child Nutrition,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Medicine,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Military Psychology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Natural Hazards Review,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Neurology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
New England Journal of Medicine,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Nicotine & Tobacco Research,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
North Carolina Medical Journal,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Nursing Forum,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Nursing Outlook,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Nursing Reports,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Oncology Nursing Forum,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ophthalmology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Oral Oncology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Otology and Neurotology,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papers in Applied Geography,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Papers of the Regional Science Association,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Pediatric Dermatology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Pediatric Obesity,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Political Behavior,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Psychiatric Quarterly,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Public Policy & Aging Report,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Quality of Life Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Real Estate Economics,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Regional Environmental Change,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Regional Science and Urban Economics,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Regional and Federal Studies,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Research in Higher Education,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Research in Human Development,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Resource and Energy Economics,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Retina,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Revista Panamericana de Salud Publica/Pan American Journa...,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risk Analysis,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Seminars in Ophthalmology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Sexual Health,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Sexuality Research and Social Policy,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Sexually Transmitted Infections,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Social Science & Medicine,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Social Science Research,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Sociological Focus,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Sociological Quarterly,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Socius,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Southeastern Geographer,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Stochastic Environmental Research and Risk Assessment,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Surgery,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Surgery for Obesity and Related Diseases,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Sustainability Science,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
The American Journal of Surgery,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
The Annals of Family Medicine,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
The Annals of the American Academy of Political and Socia...,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
The Social Science Journal,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Tourism Planning and Development,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Transplantation,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Urban forestry & urban greening,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Urologic Oncology Seminars and Original Investigations,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Urologic Oncology: Seminars and Original Investigations,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Urology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Women's Health Reports,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
World Development,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
World Medical and Health Policy,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Addictive Behaviors Reports,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
American Journal of Managed Care,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of Otology Rhinology & Laryngology,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Applied Nursing Research,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
BMC Geriatrics,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
BMC Pregnancy and Childbirth,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
BMC Women's Health,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
BMJ,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Current Oncology,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Ecological Economics,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Energy and Buildings,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Environmental Epidemiology,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Forests,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Forum (Germany),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Frontiers in Rehabilitation Sciences,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Frontiers in Sustainable Food Systems,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Health Equity,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Health and Justice,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Humanities and Social Sciences Communications,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
International Journal of Disaster Risk Reduction,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
JCO Clinical Cancer Informatics,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
JMIR Cancer,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
JMIR Public Health and Surveillance,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
JMIR Research Protocols,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Journal of Agricultural and Resource Economics,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Consumer Affairs,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Journal of Developmental and Physical Disabilities,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Journal of Economics & Management Strategy,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Journal of Health Organization and Management,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Journal of Hydrology,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Journal of Nursing Measurement,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Journal of Nutrition,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Journal of Nutritional Science,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Journal of Pediatric Nursing,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Journal of Public Health (Germany),0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Journal of Risk and Financial Management,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Journal of Scientific Innovation in Medicine,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Journal of Small Business Management,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Lancet Regional Health - Americas,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Nutrition Journal,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Politics and the Life Sciences,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Proceedings of the ACM on Human-Computer Interaction,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Renewable Energy Focus,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Rural Society,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Science Advances,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Skin Health and Disease,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Socio-Economic Planning Sciences,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Southern Economic Journal,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Spatial Information Research,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
State and Local Government Review,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Telematics and Informatics,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
The Journal Of Hand Surgery,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Transgender Health,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Travel Behaviour and Society,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Trials,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Vaccines,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eLife,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Accident Analysis & Prevention,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Activities Adaptation and Aging,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Administration and Policy in Mental Health and Mental Hea...,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Agronomy Journal,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Alzheimer Disease & Associated Disorders,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Alzheimer's & Dementia Diagnosis Assessment & Disease Mon...,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Alzheimer's and Dementia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Journal of Cardiology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Journal of Clinical Oncology: Cancer Clinical Tr...,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Journal of Community Psychology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
American Journal of Lifestyle Medicine,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
American Journal of Perinatology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Journal of Respiratory and Critical Care Medicine,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Political Science Review,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Annals of Allergy Asthma & Immunology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Annals of Applied Statistics,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of Tourism Research Empirical Insights,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Antimicrobial Stewardship and Healthcare Epidemiology,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Applied Economics,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Network Science,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Applied Research in Quality of Life,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Archives of Dermatological Research,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Australian Journal of Agricultural and Resource Economics,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BMC Family Practice,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
BMC Research Notes,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
BULL PAN AM HEALTH ORGAN,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Baylor University Medical Center Proceedings,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Behavioral Medicine,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brachytherapy,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
British Food Journal,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CHEST Journal,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Canadian Journal of Political Science,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cardiology in the Young,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Genomics,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Child Care Health and Development,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Child's Nervous System,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
City and Community,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Clinical & Experimental Metastasis,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Clinical Diabetes,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Clinical Gastroenterology and Hepatology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Clinical Gerontologist,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Journal of Oncology Nursing,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical and Translational Radiation Oncology,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Comparative Political Studies,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Economic Policy,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime & Delinquency,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Criminal Justice Policy Review,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Criminology and Public Policy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Critical Criminology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Current Breast Cancer Reports,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Current Opinion in Pediatrics,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Dermatitis,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deviant Behavior,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disability and Rehabilitation,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diseases of the Esophagus,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Du Bois Review Social Science Research on Race,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
EPJ Data Science,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Economics of Disasters and Climate Change,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Economics of Governance,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Empirical Economics,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Entrepreneurship and Regional Development,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Environmental Geochemistry and Health,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Health Insights,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Environmental Health Perspectives,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epidemiology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epilepsy and Behavior,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethnicity and Disease,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
European Economic Review,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
European Journal of Oncology Nursing,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
European Urology Oncology,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Extractive Industries and Society,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Food Quality and Preference,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Frontiers in Aging Neuroscience,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Frontiers in Conservation Science,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Frontiers in Digital Health,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Frontiers in Oncology,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Frontiers in Psychiatry,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Frontiers in Sociology,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Gastro Hep Advances,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Global Advances In Health and Medicine,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Health Education and Behavior,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hepatology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Hispanic Health Care International,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HortScience,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human Dimensions of Wildlife,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Human Vaccines and Immunotherapeutics,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Implementation Research and Practice,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Implementation Science Communications,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Indoor and Built Environment,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Industrial and Corporate Change,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Infant and Child Development,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Innovation in Aging,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
International Forum of Allergy & Rhinology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
International Journal for Equity in Health,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
International Journal of Entrepreneurship and Small Business,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
International Journal of Environmental Health Research,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
International Journal of Housing Markets and Analysis,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
