journal_title,Scopus only,OpenAlex Seed only,OpenAlex FT only,Dimensions only,Scopus ∩ OA Seed,Scopus ∩ OA FT,Scopus ∩ Dimensions,OA Seed ∩ OA FT,OA Seed ∩ Dimensions,OA FT ∩ Dimensions,Scopus ∩ OA Seed ∩ OA FT,Scopus ∩ OA Seed ∩ Dimensions,Scopus ∩ OA FT ∩ Dimensions,OA Seed ∩ OA FT ∩ Dimensions,Scopus ∩ OA Seed ∩ OA FT ∩ Dimensions
European Scientific Journal ESJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Evolutionary Applications,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FEMS Microbiology Ecology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Protection Trends,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Foodborne Pathogens and Disease,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Frontiers in Agronomy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Frontiers in Energy Research,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Frontiers in Environmental Economics,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Frontiers in Marine Science,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Frontiers in Nutrition,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GeoHealth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Global Biogeochemical Cycles,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Growth and Change,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Health Education,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humanity & Society,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IEEE Access,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IEEE Journal of Selected Topics in Applied Earth Observat...,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IOP Conference Series Earth and Environmental Science,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ISEE Conference Abstracts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ISPRS Journal of Photogrammetry and Remote Sensing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Industrial Crops and Products,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Information (Switzerland),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Integrated Environmental Assessment and Management,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Hygiene and Environmental Health,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Industrial Engineering and Manag...,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Rural Criminology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Sport Management and Marketing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
International Turfgrass Society research journal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JDS Communications,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JMIR Formative Research,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Affective Disorders,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of African American Studies,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural & Food Industrial Organization,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural Science and Technology A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Apicultural Research,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Business & Economics Research (JBER),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Climate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Community Health,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Crop Improvement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Environmental Economics and Management,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Environmental Horticulture,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Environmental Psychology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Geography and Geology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Geophysical Research Atmospheres,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Geoscience and Environment Protection,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Hunger & Environmental Nutrition,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Hydrologic Engineering,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Institutional Economics,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Integrative Agriculture,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Management and Sustainability,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Planning Literature,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Plant Physiology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Regulatory Science,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Rural Social Sciences,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Science Policy & Governance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of South Carolina water resources,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Sustainable Tourism,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Veterinary Medical Education,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of risk and financial management,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Local Environment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Michigan Law Review,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Microbiology Spectrum,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Multivariate Behavioral Research,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natural Resource Modeling,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nature,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Northeastern Naturalist,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nursing Science Quarterly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nutrients,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Oecologia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PLOS Climate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PLOS ONE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Palgrave Communications,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pathogens,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Plant Health Progress,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Plant Methods,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Political Geography,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Proceedings of the National Academy of Sciences,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Processes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Research in Applied Economics,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Review of Regional Studies,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Risk Analysis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Safety Science,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Smart Agricultural Technology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Smart Cities,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Soil Systems,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stats,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Survey Research Methods,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sustainable Agriculture Research,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sustainable Computing: Informatics and Systems,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Systems,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Technology in Horticulture,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Texas Water Journal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The AAG Review of Books,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Geneva Papers on Risk and Insurance Issues and Practice,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The International Journal of Life Cycle Assessment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Journal of Agricultural Education and Extension,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Journal of Rural Health,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The RAND Journal of Economics,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Therya,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tourism Management,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Toxics,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UC Merced Undergraduate Research Journal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Urban Science,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vector-Borne and Zoonotic Diseases,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Water Policy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wetlands,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Workplace Health & Safety,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
npj Science of Food,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
