journal_title,Scopus only,OpenAlex Seed only,OpenAlex FT only,Dimensions only,Scopus ∩ OA Seed,Scopus ∩ OA FT,Scopus ∩ Dimensions,OA Seed ∩ OA FT,OA Seed ∩ Dimensions,OA FT ∩ Dimensions,Scopus ∩ OA Seed ∩ OA FT,Scopus ∩ OA Seed ∩ Dimensions,Scopus ∩ OA FT ∩ Dimensions,OA Seed ∩ OA FT ∩ Dimensions,Scopus ∩ OA Seed ∩ OA FT ∩ Dimensions
IEEE Journal of Selected Topics in Applied Earth Observat...,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
International Journal of Environmental Studies,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
International Journal of Life Cycle Assessment,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Journal of Agricultural and Environmental Ethics,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Journal of Applied Microbiology,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Journal of Contaminant Hydrology,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Journal of Development Studies,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Food Science,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Journal of Industrial Ecology,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Journal of Occupational and Environmental Medicine,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Journal of Planning Education and Research,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
Journal of Planning Literature,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Journal of Plant Registrations,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Journal of Productivity Analysis,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Journal of Raptor Research,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Journal of Survey Statistics and Methodology,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Journal of the American Society for Horticultural Science,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Natural Hazards,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Nature Sustainability,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Oecologia,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Ornithological Applications,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Outlook on Agriculture,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Plant Genetic Resources: Characterisation and Utilisation,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant and Soil,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Poultry Science,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Renewable and Sustainable Energy Reviews,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Social and Cultural Geography,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Sustainable Agriculture Research,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Sustainable Water Resources Management,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
The Journal of Agricultural Education and Extension,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
The international archives of the photogrammetry remote s...,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
Theoretical and Applied Climatology,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Veterinary Parasitology: Regional Studies and Reports,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Water Air and Soil Pollution,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Workplace Health & Safety,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
Annals of the Entomological Society of America,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Climate,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Data in Brief,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
Environmental Sociology,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Extractive Industries and Society,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
ISPRS International Journal of Geo-Information,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
International Soil and Water Conservation Research,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Journal of Agricultural and Food Industrial Organization,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Journal of Equine Veterinary Science,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Journal of Integrative Agriculture,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Journal of Safety Research,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Journal of Shellfish Research,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Nutrients,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Pathogens,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Plant Health Progress,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Postharvest Biology and Technology,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Remote Sensing Applications: Society and Environment,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Wildlife Research,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
AMBIO,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Aestimum,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Agricultural and Food Economics,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
American Entomologist,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
American Journal of Plant Sciences,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Annals of Applied Biology,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Annals of the Polish Association of Agricultural and Agri...,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquaculture Reports,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
BioScience,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Biocontrol Science and Technology,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Biological Invasions,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
British Food Journal,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Canadian Geographer,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Journal of Microbiology,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Journal of Plant Pathology,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Cliometrica,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Communications Biology,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Computers Environment and Urban Systems,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Conservation Biology,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Crops & Soils,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Demography,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Diversity,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Ecological Entomology,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Economic Development and Cultural Change,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Elementa,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Environment and Planning E Nature and Space,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Environmental Geochemistry and Health,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Environmental Justice,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Epidemics,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
EuroChoices,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
European Journal of Plant Pathology,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Food and Energy Security,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Forest Ecology and Management,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Frontiers in Ecology and the Environment,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Frontiers in Energy Research,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Frontiers of Agricultural Science and Engineering,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Global Business Review,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Health Promotion Practice,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Horticulture Research,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Hydrobiologia,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Hydrology and earth system sciences,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
IEEE Transactions on Geoscience and Remote Sensing,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Ibis,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
International Journal of Disaster Risk Reduction,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
International Journal of Production Economics,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
International Journal of Sociology and Social Policy,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
International Journal of Sustainable Development and Worl...,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Irrigation and Drainage,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Japanese Journal of Southeast Asian Studies,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of African American Studies,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Journal of Agricultural Engineering,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Journal of Agronomy and Crop Science,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Applied Statistics,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Journal of Aquatic Animal Health,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Economic Behavior and Organization,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Journal of Exposure Science and Environmental Epidemiology,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Forest Economics,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Journal of Forest Research,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Hunger & Environmental Nutrition,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Journal of International Food and Agribusiness Marketing,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Policy Modeling,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Risk and Insurance,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of South Carolina water resources,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Sustainable Forestry,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Veterinary Diagnostic Investigation,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Water Resource and Protection,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Journal of the Air and Waste Management Association,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Managerial and Decision Economics,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
NJAS - Wageningen Journal of Life Sciences,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nature Climate Change,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
New Medit,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Organization and Environment,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
PLOS ONE,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
PLoS Biology,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
PLoS Computational Biology,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
PLoS Neglected Tropical Diseases,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paddy and Water Environment,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papers in Applied Geography,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Papers in Regional Science,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Proceedings of the Entomological Society of Washington,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Proceedings of the National Academy of Sciences,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Proceedings of the Royal Society B: Biological Sciences,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Public Administration,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Public Health Nursing,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Public Health Nutrition,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Review of Economics and Statistics,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
River Research and Applications,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Society and Animals,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Soil Systems,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
South African Journal of Agricultural Extension,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Economic Journal,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
The Journal of Rural Health,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Tourism Recreation Research,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Transgenic Research,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Urban Agriculture and Regional Food Systems,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Veterinary Clinics of North America Food Animal Practice,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Veterinary Microbiology,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Water Policy,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Zoonoses and Public Health,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
npj Climate and Atmospheric Science,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
ACS Agricultural Science and Technology,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Applied Sciences (Switzerland),0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Aquaculture Economics and Management,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Atmosphere,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Climate Risk Management,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Elementa: Science of the Anthropocene,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Energy Research & Social Science,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Environmental Health: A Global Access Science Source,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Frontiers in Artificial Intelligence,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Frontiers in Bioengineering and Biotechnology,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Frontiers in Conservation Science,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Frontiers in Microbiology,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
GeoHealth,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Geoderma Regional,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Journal of Agro-Technology and Rural Sciences,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Applied Farm Economics,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Co-operative Organization and Management,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Journal of Hydrology: Regional Studies,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Journal of the American Planning Association,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Microbiology Spectrum,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Ocean and Coastal Management,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Q Open,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Southwestern Entomologist,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Sustainable Production and Consumption,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Trees Forests and People,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Veterinary Parasitology Regional Studies and Reports,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Water Resources and Economics,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
AIMS Agriculture and Food,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
AgriEngineering,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Agricultural and Forest Entomology,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agronomy Science,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
American Political Science Review,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Annals of Agricultural and Environmental Medicine,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Annals of Work Exposures and Health,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthropology of Work Review,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Antibiotics,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Applied Geochemistry,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Applied Spatial Analysis and Policy,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Applied Water Science,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Applied and Environmental Soil Science,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Aquatic Ecology,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Aquatic Sciences,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Arctic Antarctic and Alpine Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Avian Conservation and Ecology,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avian Diseases,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
BMC Research Notes,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
BMS Bulletin of Sociological Methodology/ Bulletin de Met...,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
BioPhysical Economics and Resource Quality,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Biochar,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Bioenergy Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Biogeosciences,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Biosystems Engineering,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Built Heritage,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Bulletin of Environmental Contamination and Toxicology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Canadian Journal of Animal Science,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Canadian Journal of Economics/Revue canadienne d conomique,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Case Studies in the Environment,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Catena,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Chemical Engineering Transactions,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Climate Dynamics,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Coastal Management,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Communication Studies,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Community Mental Health Journal,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Computers and Chemical Engineering,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Development Policy Review,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Development and Change,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Ecography,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Ecological Informatics,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Ecology Letters,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Economic Development Quarterly,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Ecosystems and People,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Empirical Economics,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Environment and Behavior,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Environment and Planning A Economy and Space,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Environmental Processes,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Environmental Research Communications,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Environmental Reviews,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Environmental Science & Policy,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Environmental Science & Technology,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Toxicology and Chemistry,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Estuarine Coastal and Shelf Science,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
European Journal of Soil Science,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Experimental Agriculture,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Fish and Shellfish Immunology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Food Science and Technology (Brazil),0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Food and Environmental Virology,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Food and Nutrition Bulletin,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Foodborne Pathogens and Disease,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Forest Ecosystems,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Forest Science,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Forum for Social Economics,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Frontiers in Agronomy,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Frontiers in Animal Science,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Frontiers in Forests and Global Change,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Frontiers in Insect Science,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Frontiers in Marine Science,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Fungal Systematics and Evolution,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Gender Place & Culture,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Geoforum,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Geographica Helvetica,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Global Ecology and Biogeography,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Global Knowledge Memory and Communication,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grassland Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Groundwater,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Historical Methods,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horticultural Science and Technology,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Housing Policy Debate,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Human Ecology,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human Ecology Review,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ICES Journal of Marine Science,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
IEEE Transactions on Industrial Informatics,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Injury Prevention,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Interface Focus,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
International Journal of Agricultural Extension,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Agricultural Management,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Applied Geospatial Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
International Journal of Digital Earth,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
International Journal of Energy Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
International Journal of Environmental Sustainability,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Sociology of Agriculture and Food,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Vegetable Science,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
International Journal on Food System Dynamics,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Regional Science Review,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
International Turfgrass Society Research Journal,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Journal for Nature Conservation,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Adolescent Health,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Journal of Agricultural & Food Industrial Organization,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Journal of Agricultural & Food Information,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural Extension,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Food Chemistry,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Agricultural and Food Information,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Applied Animal Welfare Science,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Applied Poultry Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Business Ethics,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Journal of Eastern European and Central Asian Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Economic History,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Economic Issues,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Entomological Science,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Environmental Economics and Policy,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Environmental Psychology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Environmental Science and Health - Part B Pest...,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Environmental and Public Health,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Epidemiology and Community Health,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Geoscience and Environment Protection,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Journal of Hazardous Materials,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Heritage Tourism,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Hydrologic Engineering,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Hydrometeorology,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of International Development,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Invertebrate Pathology,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Journal of Librarianship and Information Science,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Nutrition,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Journal of Occupational Health,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Pest Science,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Planning History,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Plant Growth Regulation,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Poverty,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Social and Economic Development,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Surgical Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Sustainable Bioenergy Systems,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Journal of Toxicology and Environmental Health - Part B: ...,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Travel Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Water and Health,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of the Academy of Nutrition and Dietetics,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Journal of the Association of Environmental and Resource ...,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Journal of the Kansas Entomological Society,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Korean Journal of Medicinal Crop Science,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labour Economics,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Land Degradation and Development,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landscape and Ecological Engineering,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latino Studies,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Mammal Study,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
