id,run_id,external_id,name,last_updated_date
20361,41,,"Association for Computing Machinery, Inc",1/24/2024 5:40:34 PM
20362,41,,Association for Fire Ecology,1/24/2024 5:40:34 PM
20367,41,,Beijing Normal University Press,1/24/2024 5:40:34 PM
20388,41,,Canadian Veterinary Medical Association,1/24/2024 5:40:34 PM
20400,41,,Chinese Academy of Sciences,1/24/2024 5:40:34 PM
20414,41,,Cotton Foundation,1/24/2024 5:40:34 PM
20416,41,,Crop Science Society of America,1/24/2024 5:40:34 PM
20434,41,,Editorial Office of Acta Prataculturae Sinica,1/24/2024 5:40:34 PM
20451,41,,Entomological Society of America,1/24/2024 5:40:34 PM
20457,41,,Exeley Inc.,1/24/2024 5:40:34 PM
20461,41,,Florida Entomological Society,1/24/2024 5:40:34 PM
20477,41,,Georgia Entomological Society Inc.,1/24/2024 5:40:34 PM
20490,41,,Hunter College Center for Puerto Rican Studies,1/24/2024 5:40:34 PM
20493,41,,IEEE Computer Society,1/24/2024 5:40:34 PM
20500,41,,Indiana University,1/24/2024 5:40:34 PM
20519,41,,Int. Comm. of Agricultural and Biosystems Engineering,1/24/2024 5:40:34 PM
20525,41,,"International Conference on Information Systems, Logistics and Supply Chain",1/24/2024 5:40:34 PM
20531,41,,International Research and Training Center on Erosion and Sedimentation and China Water and Power Press,1/24/2024 5:40:34 PM
20532,41,,International Society for Environmental Information Sciences,1/24/2024 5:40:34 PM
20541,41,,IOS Press,1/24/2024 5:40:34 PM
20555,41,,KeAi Communications Co.,1/24/2024 5:40:34 PM
20557,41,,King Saud University,1/24/2024 5:40:34 PM
20560,41,,Korean Society for Atmospheric Environment,1/24/2024 5:40:34 PM
20570,41,,Michigan State University,1/24/2024 5:40:34 PM
20579,41,,National Shellfisheries Association,1/24/2024 5:40:34 PM
20585,41,,North Carolina State University,1/24/2024 5:40:34 PM
20591,41,,Ornithological Societies of North America,1/24/2024 5:40:34 PM
20593,41,,Page Press Publications,1/24/2024 5:40:34 PM
20599,41,,PeerJ Inc.,1/24/2024 5:40:34 PM
20601,41,,Plant Management Network,1/24/2024 5:40:34 PM
20615,41,,Research Information Ltd,1/24/2024 5:40:34 PM
20624,41,,Rutgers University Press,1/24/2024 5:40:34 PM
20641,41,,Society for Range Management,1/24/2024 5:40:34 PM
20643,41,,Society of Nematologists,1/24/2024 5:40:34 PM
20646,41,,Soil Science Society of America,1/24/2024 5:40:34 PM
20647,41,,Southern Appalachian Botanical Survey,1/24/2024 5:40:34 PM
20649,41,,Southwestern Entomological Society,1/24/2024 5:40:34 PM
20661,41,,Springer Singapore,1/24/2024 5:40:34 PM
20686,41,,Universidad Pontificia de Comillas,1/24/2024 5:40:34 PM
20705,41,,University of Arkansas Press,1/24/2024 5:40:34 PM
20713,41,,University of Illinois Press,1/24/2024 5:40:34 PM
20727,41,,University Press of Kentucky,1/24/2024 5:40:34 PM
20728,41,,US Bureau of Labor Statistics,1/24/2024 5:40:34 PM
20733,41,,Wageningen Academic Publishers,1/24/2024 5:40:34 PM
20737,41,,Westerdijk Fungal Biodiversity Institute,1/24/2024 5:40:34 PM
20743,41,,"Wiley-Blackwell Publishing, Inc.",1/24/2024 5:40:34 PM
20749,41,,World Scientific and Engineering Academy and Society,1/24/2024 5:40:34 PM
20750,41,,World Scientific Publishing Co.,1/24/2024 5:40:34 PM
47443,41,,ABC-CLIO,1/24/2024 5:40:34 PM
47445,41,,"Academic Enhancement Department, King Mongkut's University of Technology North Bangkok",1/24/2024 5:40:34 PM
47448,41,,Academic Publishing House Researcher,1/24/2024 5:40:34 PM
47449,41,,Academic Research Publishing Group,1/24/2024 5:40:34 PM
47450,41,,Academy of Business and Retail Management Research,1/24/2024 5:40:34 PM
47451,41,,Academy of Management,1/24/2024 5:40:34 PM
47452,41,,Academy of Medical Sciences of I.R. Iran,1/24/2024 5:40:34 PM
47453,41,,Adam Mickiewicz University Press,1/24/2024 5:40:34 PM
47454,41,,Adis,1/24/2024 5:40:34 PM
47455,41,,Adonis and Abbey Publishers Ltd,1/24/2024 5:40:34 PM
47456,41,,AESSRA,1/24/2024 5:40:34 PM
47458,41,,African Books Collective,1/24/2024 5:40:34 PM
47459,41,,African Scholarly Science Communications Trust (ASSCAT),1/24/2024 5:40:34 PM
47461,41,,Agri Bio Research Publishers,1/24/2024 5:40:34 PM
47463,41,,Agricultural Economics,1/24/2024 5:40:34 PM
47467,41,,"Agricultural Information Institute, Chinese Academy of Agricultural Sciences",1/24/2024 5:40:34 PM
47470,41,,Agriculture Faculty Brawijaya University,1/24/2024 5:40:34 PM
47471,41,,Agronomic Institute of Campinas,1/24/2024 5:40:34 PM
47472,41,,Agroscope,1/24/2024 5:40:34 PM
47473,41,,AIDI - Italian Association of Industrial Operations Professors,1/24/2024 5:40:34 PM
47475,41,,Air and Waste Management Association,1/24/2024 5:40:34 PM
47476,41,,Airlangga University Faculty of Public Health,1/24/2024 5:40:34 PM
47477,41,,Akademiai Kiado Rt.,1/24/2024 5:40:34 PM
47478,41,,Akademika Forlag,1/24/2024 5:40:34 PM
47479,41,,Akdeniz University Publishing House,1/24/2024 5:40:34 PM
47480,41,,"Alexandria University, Faculty of Tourism and Hotels",1/24/2024 5:40:34 PM
47482,41,,ALife Robotics Corporation Ltd,1/24/2024 5:40:34 PM
47487,41,,American Academy of Pediatric Dentistry,1/24/2024 5:40:34 PM
47489,41,,American Academy of Sleep Medicine,1/24/2024 5:40:34 PM
47491,41,,American Association for Clinical Chemistry Inc.,1/24/2024 5:40:34 PM
47492,41,,American Association for Public Opinion Research,1/24/2024 5:40:34 PM
47495,41,,American Association of Cereal Chemists,1/24/2024 5:40:34 PM
47498,41,,American Association of Textile Chemists and Colorists,1/24/2024 5:40:34 PM
47507,41,,American Heart Association Inc.,1/24/2024 5:40:34 PM
47508,41,,"American Institute of Aeronautics and Astronautics Inc, AIAA",1/24/2024 5:40:34 PM
47509,41,,American Institute of Mathematical Sciences,1/24/2024 5:40:34 PM
47511,41,,American Malacological Society,1/24/2024 5:40:34 PM
47512,41,,American Marketing Association,1/24/2024 5:40:34 PM
47515,41,,American Nurses Association,1/24/2024 5:40:34 PM
47517,41,,American Oil Chemists' Society,1/24/2024 5:40:34 PM
47519,41,,American Physiological Society,1/24/2024 5:40:34 PM
47521,41,,American Planning Association,1/24/2024 5:40:34 PM
47528,41,,American Society for Engineering Education,1/24/2024 5:40:34 PM
47530,41,,American Society for Enology and Viticulture,1/24/2024 5:40:34 PM
47533,41,,American Society for Nutrition,1/24/2024 5:40:34 PM
47543,41,,American Society of Tropical Medicine and Hygiene,1/24/2024 5:40:34 PM
47544,41,,American Society on Aging,1/24/2024 5:40:34 PM
47547,41,,American Statistical Association,1/24/2024 5:40:34 PM
47549,41,,AMG Transcend Association,1/24/2024 5:40:34 PM
47550,41,,Ankara University,1/24/2024 5:40:34 PM
47553,41,,ANPAD - Associacao Nacional de Pos-Graduacao e Pesquisa em Administracao,1/24/2024 5:40:34 PM
47554,41,,AOAC International,1/24/2024 5:40:34 PM
47555,41,,AOSIS (pty) Ltd,1/24/2024 5:40:34 PM
47556,41,,AOSIS OpenJournals Publishing AOSIS (Pty) Ltd,1/24/2024 5:40:34 PM
47557,41,,Apple Academic Press,1/24/2024 5:40:34 PM
47559,41,,Arab Society for Plant Protection,1/24/2024 5:40:34 PM
47560,41,,ARAN Ediciones S.A.,1/24/2024 5:40:34 PM
47561,41,,Archivos Latinoamericanos Nutricion,1/24/2024 5:40:34 PM
47562,41,,Arctic Institute of North America,1/24/2024 5:40:34 PM
47565,41,,Arquivos Brasileiros de Cardiologia,1/24/2024 5:40:34 PM
47570,41,,Asia-Pacific Applied Economics Association,1/24/2024 5:40:34 PM
47571,41,,Asia-Pacific Social Science Review,1/24/2024 5:40:34 PM
47572,41,,Asian Agricultural and Biological Engineering Association,1/24/2024 5:40:34 PM
47574,41,,Asian Journal of Agriculture and Biology,1/24/2024 5:40:34 PM
47575,41,,Asian Network for Scientific Information,1/24/2024 5:40:34 PM
47576,41,,Asian Research Publishing Network,1/24/2024 5:40:34 PM
47580,41,,Asociacion Espanola de Dietistas-Nutricionistas,1/24/2024 5:40:34 PM
47581,41,,Asociacion Interprofesional para el Desarrollo Agrario,1/24/2024 5:40:34 PM
47582,41,,"Assiut University, Faculty of Agriculture",1/24/2024 5:40:34 PM
47585,41,,Associacao Brasileira de Estudos Populacionais,1/24/2024 5:40:34 PM
47587,41,,Associacao Iberica de Sistemas e Tecnologias de Informacao,1/24/2024 5:40:34 PM
47588,41,,Associacao Nacional de Pos-Graduacao e Pesquisa em Ciencias Sociais - ANPOCS,1/24/2024 5:40:34 PM
47589,41,,Associated Management Consultants Pvt. Ltd.,1/24/2024 5:40:34 PM
47593,41,,Association for Information Systems,1/24/2024 5:40:34 PM
47594,41,,Association for the Advancement of Artificial Intelligence,1/24/2024 5:40:34 PM
47595,41,,Association of Agricultural Technology in Southeast Asia,1/24/2024 5:40:34 PM
47597,41,,ASTM International,1/24/2024 5:40:34 PM
47598,41,,Atlantis Press International,1/24/2024 5:40:34 PM
47599,41,,Australasian College of Health Service Management,1/24/2024 5:40:34 PM
47600,41,,Australian Anthropological Society,1/24/2024 5:40:34 PM
47601,41,,Australian Bureau of Agricultural and Resource Economics,1/24/2024 5:40:34 PM
47603,41,,AZTI-Tecnalia,1/24/2024 5:40:34 PM
47604,41,,Babol University of Medical Sciences,1/24/2024 5:40:34 PM
47605,41,,Banco de la Republica,1/24/2024 5:40:34 PM
47606,41,,Begell House Inc.,1/24/2024 5:40:34 PM
47609,41,,"Benha University, Faculty of Medicine",1/24/2024 5:40:34 PM
47611,41,,Bentham Science Publishers B.V.,1/24/2024 5:40:34 PM
47612,41,,Berghahn Books,1/24/2024 5:40:34 PM
47613,41,,Better Advances Press,1/24/2024 5:40:34 PM
47618,41,,BioScientifica Ltd.,1/24/2024 5:40:34 PM
47619,41,,Blackwell Munksgaard,1/24/2024 5:40:34 PM
47627,41,,Borsa Istanbul Anonim Sirketi,1/24/2024 5:40:34 PM
47628,41,,Boston University Law Review,1/24/2024 5:40:34 PM
47629,41,,Brawijaya University,1/24/2024 5:40:34 PM
47630,41,,Brazilain Coll Veterinary Parasitology,1/24/2024 5:40:34 PM
47632,41,,Brazilian Society of Plant Breeding,1/24/2024 5:40:34 PM
47633,41,,Brill,1/24/2024 5:40:34 PM
47635,41,,Brill Nijhoff,1/24/2024 5:40:34 PM
47637,41,,British Editorial Society of Bone and Joint Surgery,1/24/2024 5:40:34 PM
47638,41,,Brookings Institution Press,1/24/2024 5:40:34 PM
47639,41,,Budapest Tech Polytechnical Institution,1/24/2024 5:40:34 PM
47642,41,,"CAD Solutions, LLC",1/24/2024 5:40:34 PM
47643,41,,"Cairo University, Faculty of Agriculture",1/24/2024 5:40:34 PM
47645,41,,Canadian Biosystems Engineering,1/24/2024 5:40:34 PM
47649,41,,Canadian Public Health Association,1/24/2024 5:40:34 PM
47651,41,,Canadian Society for Civil Engineering,1/24/2024 5:40:34 PM
47652,41,,Canadian Society for Studies in Higher Education,1/24/2024 5:40:34 PM
47654,41,,Catholic University of America,1/24/2024 5:40:34 PM
47655,41,,Cato Institute,1/24/2024 5:40:34 PM
47656,41,,CEDDAR,1/24/2024 5:40:34 PM
47657,41,,Cell Press,1/24/2024 5:40:34 PM
47658,41,,Centenary University,1/24/2024 5:40:34 PM
47659,41,,Center for Academic Publications Japan,1/24/2024 5:40:34 PM
47663,41,,Center for the Blue Economy,1/24/2024 5:40:34 PM
47666,41,,Central University of Finance and Economics,1/24/2024 5:40:34 PM
47669,41,,Centro Interamericano de Investigaciones Psicologicas y Ciencias Afines,1/24/2024 5:40:34 PM
47672,41,,CEUR-WS,1/24/2024 5:40:34 PM
47673,41,,Cevkor Vakfi,1/24/2024 5:40:34 PM
47674,41,,Chamber of Textile Engineers,1/24/2024 5:40:34 PM
47675,41,,Chartered Inst. of Building Services Engineers,1/24/2024 5:40:34 PM
47676,41,,Chelonian Research Foundation,1/24/2024 5:40:34 PM
47677,41,,Chemistry and Environmental Health Egyptian Association (CEHEA),1/24/2024 5:40:34 PM
47678,41,,China Agricultural University,1/24/2024 5:40:34 PM
47680,41,,Chinese Academy of Agricultural Sciences,1/24/2024 5:40:34 PM
47682,41,,Chinese Chamber of Commerce,1/24/2024 5:40:34 PM
47685,41,,Chulalongkorn University Printing House,1/24/2024 5:40:34 PM
47687,41,,City University of Hong Kong Press,1/24/2024 5:40:34 PM
47688,41,,Cleveland Clinic Educational Foundation,1/24/2024 5:40:34 PM
47689,41,,Co-Action Publishing,1/24/2024 5:40:34 PM
47690,41,,Coastal Education Research Foundation Inc.,1/24/2024 5:40:34 PM
47691,41,,Cogent OA,1/24/2024 5:40:34 PM
47692,41,,"Colegio de Mexico, A.C., Departamento de Publicaciones",1/24/2024 5:40:34 PM
47693,41,,Colegio de Postgraduados,1/24/2024 5:40:34 PM
47695,41,,College of American Pathologists,1/24/2024 5:40:34 PM
47697,41,,Columbia Law Review Association,1/24/2024 5:40:34 PM
47698,41,,Common Ground Research Networks,1/24/2024 5:40:34 PM
47700,41,,Compuscript Ltd,1/24/2024 5:40:34 PM
47701,41,,Computers and Industrial Engineering,1/24/2024 5:40:34 PM
47702,41,,Connect Journal,1/24/2024 5:40:34 PM
47703,41,,Conscientia Beam,1/24/2024 5:40:34 PM
47705,41,,Consiglio per la Ricercame la sperimentazione in Agrcoltura,1/24/2024 5:40:34 PM
47706,41,,Consulting and Training Center - KEY,1/24/2024 5:40:34 PM
47708,41,,Copernicus Publications,1/24/2024 5:40:34 PM
47709,41,,Cornell University Press,1/24/2024 5:40:34 PM
47712,41,,Cosmos Scholars Publishing House,1/24/2024 5:40:34 PM
47715,41,,Croatian Veterinary Institute,1/24/2024 5:40:34 PM
47719,41,,Curran Associates Inc.,1/24/2024 5:40:34 PM
47720,41,,Current Medicine Group LLC 1,1/24/2024 5:40:34 PM
47721,41,,Current Science Inc.,1/24/2024 5:40:34 PM
47723,41,,Czech University of Life Sciences Prague,1/24/2024 5:40:34 PM
47724,41,,Dares,1/24/2024 5:40:34 PM
47725,41,,DAV College,1/24/2024 5:40:34 PM
47729,41,,Delaware Academy of Medicine,1/24/2024 5:40:34 PM
47730,41,,Departamento de Engenharia Agricola - UFCG/Cnpq,1/24/2024 5:40:34 PM
47732,41,,Department of Health and Human Services,1/24/2024 5:40:34 PM
47733,41,,Department of Science and Technology,1/24/2024 5:40:34 PM
47734,41,,Department of Zoology and Environmental Sciences,1/24/2024 5:40:34 PM
47735,41,,DEStech Publications Inc.,1/24/2024 5:40:34 PM
47737,41,,Dietitians of Canada,1/24/2024 5:40:34 PM
47738,41,,Dime University of Genoa,1/24/2024 5:40:34 PM
47739,41,,"Dorothy A. Johnson Center for Philanthropy, Grand Valley State University",1/24/2024 5:40:34 PM
47740,41,,Dove Medical Press Ltd,1/24/2024 5:40:34 PM
47741,41,,Dr. Dietrich Steinkopff Verlag GmbH and Co. KG,1/24/2024 5:40:34 PM
47742,41,,Druckerei und Verlag Liddy Halm,1/24/2024 5:40:34 PM
47743,41,,Duisburg-Essen University,1/24/2024 5:40:34 PM
47744,41,,Duke University Press,1/24/2024 5:40:34 PM
47746,41,,Dustri-Verlag Dr. Karl Feistle,1/24/2024 5:40:34 PM
47747,41,,E-flow Sciendo,1/24/2024 5:40:34 PM
47748,41,,E-Journal of Geotechnical Engineering,1/24/2024 5:40:34 PM
47749,41,,Ecole des Hautes Etudes Commerciales,1/24/2024 5:40:34 PM
47752,41,,Ecological Society of China,1/24/2024 5:40:34 PM
47754,41,,Econjournals,1/24/2024 5:40:34 PM
47759,41,,"Ediciones Doyma, S.L.",1/24/2024 5:40:34 PM
47760,41,,Editions Dalloz Sirey,1/24/2024 5:40:34 PM
47761,41,,Editions Harmattan,1/24/2024 5:40:34 PM
47762,41,,Editora UFLA,1/24/2024 5:40:34 PM
47763,41,,Editorial Board of Chinese Journal of Agrometeorology,1/24/2024 5:40:34 PM
47764,41,,Editorial board of Journal of Experimental Biology and Agricultural Sciences,1/24/2024 5:40:34 PM
47765,41,,"Editorial Board, Research of Environmental Sciences",1/24/2024 5:40:34 PM
47766,41,,Editorial Ciencias Medicas,1/24/2024 5:40:34 PM
47767,41,,Editorial Department of Scientia Agricultura Sinica,1/24/2024 5:40:34 PM
47768,41,,"Editorial Department, Chinese Cereals and Oils Association",1/24/2024 5:40:34 PM
47770,41,,Editorial Office of Chinese Journal of Food Hygiene,1/24/2024 5:40:34 PM
47771,41,,Editorial Office of Tobacco Science and Technology,1/24/2024 5:40:34 PM
47772,41,,Editura ASE Bucuresti,1/24/2024 5:40:34 PM
47773,41,,Editura Cefin,1/24/2024 5:40:34 PM
47774,41,,Editura Universitatii din Oradea,1/24/2024 5:40:34 PM
47775,41,,Edizioni Minerva Medica,1/24/2024 5:40:34 PM
47778,41,,Eduem - Editora da Universidade Estadual de Maringa,1/24/2024 5:40:34 PM
47779,41,,EduRad,1/24/2024 5:40:34 PM
47781,41,,Eesti Pollumajandusulikool,1/24/2024 5:40:34 PM
47782,41,,Egyptian Geographical Society,1/24/2024 5:40:34 PM
47783,41,,Egyptian Phytopathological Society (EPS),1/24/2024 5:40:34 PM
47785,41,,Electromagnetics Academy,1/24/2024 5:40:34 PM
47794,41,,Elsevier Masson SAS,1/24/2024 5:40:34 PM
47799,41,,Emerald Publishing,1/24/2024 5:40:34 PM
47801,41,,Endocrine Society,1/24/2024 5:40:34 PM
47802,41,,"Engage Healthcare Communications, Inc.",1/24/2024 5:40:34 PM
47804,41,,Entomological Society of Southern Africa,1/24/2024 5:40:34 PM
47806,41,,Enviro Research Publishers,1/24/2024 5:40:34 PM
47808,41,,Enviroquest Ltd,1/24/2024 5:40:34 PM
47809,41,,eScholarship,1/24/2024 5:40:34 PM
47810,41,,EScience Press,1/24/2024 5:40:34 PM
47813,41,,"Ethnicity and Disease, Inc.",1/24/2024 5:40:34 PM
47814,41,,Euro-American Association of Economic Development Studies,1/24/2024 5:40:34 PM
47815,41,,European Association of Geographers,1/24/2024 5:40:34 PM
47817,41,,European Regional Science Association,1/24/2024 5:40:34 PM
47819,41,,ExcelingTech,1/24/2024 5:40:34 PM
47822,41,,F1000 Research Ltd,1/24/2024 5:40:34 PM
47823,41,,Fabrizio Serra Editore,1/24/2024 5:40:34 PM
47824,41,,"Faculty of Agriculture, Ain-Shams University",1/24/2024 5:40:34 PM
47825,41,,Faculty of Economics and Management,1/24/2024 5:40:34 PM
47826,41,,"Faculty of Nursing, Universitas Airlangga",1/24/2024 5:40:34 PM
47827,41,,"Faculty of Pharmacy, University of Benin",1/24/2024 5:40:34 PM
47828,41,,Farm Machinery Industrial Research Corp.,1/24/2024 5:40:34 PM
47829,41,,"Fayoum University, Faculty of Medicine",1/24/2024 5:40:34 PM
47830,41,,Federacion Espanola de Sociologia,1/24/2024 5:40:34 PM
47832,41,,Fintech Aliance LLC,1/24/2024 5:40:34 PM
47835,41,,Food and Drug Law Institute,1/24/2024 5:40:34 PM
47839,41,,Friends Science Publishers,1/24/2024 5:40:34 PM
47840,41,,Frontiers in Bioscience,1/24/2024 5:40:34 PM
47843,41,,Frontiers Media SA,1/24/2024 5:40:34 PM
47844,41,,Frontiers Research Foundation,1/24/2024 5:40:34 PM
47845,41,,Frontline Medical Communications Inc,1/24/2024 5:40:34 PM
47846,41,,Fundacao de Pesquisas Cientificas de Ribeirao Preto,1/24/2024 5:40:34 PM
47847,41,,Fundacao Getulio Vargas,1/24/2024 5:40:34 PM
47849,41,,Fundacao UNI Botucatu/UNESP,1/24/2024 5:40:34 PM
47852,41,,Gadjah Mada University,1/24/2024 5:40:34 PM
47853,41,,Gamma Theta Upsilon,1/24/2024 5:40:34 PM
47856,41,,Geographical Society of Finland,1/24/2024 5:40:34 PM
47859,41,,Geological Society of America,1/24/2024 5:40:34 PM
47861,41,,Georgetown Law Journal Association,1/24/2024 5:40:34 PM
47863,41,,German Multidisciplinary Publishing Center,1/24/2024 5:40:34 PM
47865,41,,Ghana Medical Association,1/24/2024 5:40:34 PM
47867,41,,Gifu University - United Graduate School of Agricultural Science,1/24/2024 5:40:34 PM
47868,41,,GJESM Publication,1/24/2024 5:40:34 PM
47870,41,,GORGAN UNIV AGRICULTURAL SCIENCES AND NATURAL RESOURCES,1/24/2024 5:40:34 PM
47871,41,,Gorgan University of Agricultural Sciences and Natural Resources,1/24/2024 5:40:34 PM
47872,41,,"Greater Mekong Subregion Academic and Research Network, Asian Institute of Technology",1/24/2024 5:40:34 PM
47875,41,,Grupo Aula Medica S.A.,1/24/2024 5:40:34 PM
47876,41,,Gyandhara International Academic Publications,1/24/2024 5:40:34 PM
47877,41,,HACCP Consulting,1/24/2024 5:40:34 PM
47878,41,,Harvard University Law School,1/24/2024 5:40:34 PM
47879,41,,Hashemite University,1/24/2024 5:40:34 PM
47880,41,,Health and Medical Publishing Group,1/24/2024 5:40:34 PM
47881,41,,HEC Press,1/24/2024 5:40:34 PM
47882,41,,Hellenic Association of Regional Scientists,1/24/2024 5:40:34 PM
47883,41,,Heran,1/24/2024 5:40:34 PM
47884,41,,Herpetologist's League Inc.,1/24/2024 5:40:34 PM
47885,41,,Higher Education Press,1/24/2024 5:40:34 PM
47893,41,,Hungarian Central Statistical Office,1/24/2024 5:40:34 PM
47896,41,,ICE Publishing,1/24/2024 5:40:34 PM
47899,41,,IEOM Society,1/24/2024 5:40:34 PM
47900,41,,IGI Global,1/24/2024 5:40:34 PM
47902,41,,IM Publications Open LLP,1/24/2024 5:40:34 PM
47907,41,,Indian journals,1/24/2024 5:40:34 PM
47911,41,,Indian Veterinary Assocaition,1/24/2024 5:40:34 PM
47913,41,,Indiana University Press,1/24/2024 5:40:34 PM
47914,41,,Indiana University School of Social Work,1/24/2024 5:40:34 PM
47916,41,,INFORMS Inst.for Operations Res.and the Management Sciences,1/24/2024 5:40:34 PM
47918,41,,Innovare Academics Sciences Pvt. Ltd,1/24/2024 5:40:34 PM
47919,41,,INRAE Clermont-Ferrand - Auvergne - Rhone-Alpes,1/24/2024 5:40:34 PM
47920,41,,INSA Lyon,1/24/2024 5:40:34 PM
47921,41,,Insight Society,1/24/2024 5:40:34 PM
47922,41,,Institut National de la Recherche Agronomique,1/24/2024 5:40:34 PM
47923,41,,Institut National de la Statistique et des Etudes Economiques,1/24/2024 5:40:34 PM
47925,41,,Institute for Ionics,1/24/2024 5:40:34 PM
47927,41,,Institute For Spatial Planning And Environment Research,1/24/2024 5:40:34 PM
47928,41,,Institute of Advanced Engineering and Science,1/24/2024 5:40:34 PM
47934,41,,Institute of Eastern European Research and Consulting,1/24/2024 5:40:34 PM
47935,41,,Institute of Economic Research,1/24/2024 5:40:34 PM
47936,41,,Institute of Electrical and Electronics Engineers,1/24/2024 5:40:34 PM
47938,41,,"Institute of Industrial and Systems Engineers, IISE",1/24/2024 5:40:34 PM
47944,41,,Institute of Plant Protection – National Research Institute,1/24/2024 5:40:34 PM
47945,41,,Institute of Public Administration of Canada,1/24/2024 5:40:34 PM
47946,41,,Institution of Chemical Engineers,1/24/2024 5:40:34 PM
47947,41,,Institution of Engineering and Technology,1/24/2024 5:40:34 PM
47948,41,,Instituto Brasileiro de Petroleo,1/24/2024 5:40:34 PM
47949,41,,Instituto de Estudos Avancados da Universidade de Sao Paulo,1/24/2024 5:40:34 PM
47951,41,,"Instituto de Investigaciones Agropecuarias, INIA",1/24/2024 5:40:34 PM
47952,41,,Instituto de Investigaciones Dr. Jose Maria Luis Mora,1/24/2024 5:40:34 PM
47953,41,,Instituto de Pesquisas Economicas da FEA-USP,1/24/2024 5:40:34 PM
47954,41,,Instituto Nacional de Investigación y Tecnología Agraria y Alimentaria (CSIC-INIA),1/24/2024 5:40:34 PM
47955,41,,Instituto Nacional de Salud,1/24/2024 5:40:34 PM
47956,41,,Instituto Nacional de Salud Publica,1/24/2024 5:40:34 PM
47957,41,,Instituto Politecnico Nacional,1/24/2024 5:40:34 PM
47959,41,,Intellect Ltd.,1/24/2024 5:40:34 PM
47961,41,,International Academy of Global Business and Trade,1/24/2024 5:40:34 PM
47962,41,,International Association for Energy Economics,1/24/2024 5:40:34 PM
47964,41,,International Association for Hydro-Environment Engineering and Research (IAHR),1/24/2024 5:40:34 PM
47965,41,,"International Association for Hydrogen Energy, IAHE",1/24/2024 5:40:34 PM
47966,41,,International Association of Astacology,1/24/2024 5:40:34 PM
47967,41,,International Association of Great Lakes Research,1/24/2024 5:40:34 PM
47968,41,,International Association of Hospitality Financial Management Educators,1/24/2024 5:40:34 PM
47971,41,,International Forum of Management Scholars,1/24/2024 5:40:34 PM
47972,41,,International Hellenic University,1/24/2024 5:40:34 PM
47973,41,,International Information and Engineering Technology Association,1/24/2024 5:40:34 PM
47974,41,,International Information Institute Ltd.,1/24/2024 5:40:34 PM
47975,41,,International Institute for General Systems Studies,1/24/2024 5:40:34 PM
47977,41,,International Measurement Confederation (IMEKO),1/24/2024 5:40:34 PM
47978,41,,International Microsimulation Association,1/24/2024 5:40:34 PM
47983,41,,International Society of Arboriculture,1/24/2024 5:40:34 PM
47984,41,,International University of Sarajevo,1/24/2024 5:40:34 PM
47985,41,,International Viticulture and Enology Society,1/24/2024 5:40:34 PM
47991,41,,Iowa State University Digital Press,1/24/2024 5:40:34 PM
47992,41,,Iran University of Medical Sciences,1/24/2024 5:40:34 PM
47993,41,,Iranian Epidemiological Association,1/24/2024 5:40:34 PM
47994,41,,Iranian Journal of Public Health,1/24/2024 5:40:34 PM
47996,41,,Isfahan University of Medical Sciences(IUMS),1/24/2024 5:40:34 PM
47998,41,,"Islamic Azad University, Rasht Branch",1/24/2024 5:40:34 PM
47999,41,,Island Press-Center for Resource Economics,1/24/2024 5:40:34 PM
48000,41,,ISTES,1/24/2024 5:40:34 PM
48001,41,,Istituto agronomico per l'Oltremare,1/24/2024 5:40:34 PM
48002,41,,Istituto Agronomico per l'Oltremare di Firenze,1/24/2024 5:40:34 PM
48003,41,,Istituto Superiore di Sanita,1/24/2024 5:40:34 PM
48004,41,,Ital Publication,1/24/2024 5:40:34 PM
48006,41,,Italian Physical Society,1/24/2024 5:40:34 PM
48007,41,,Ivanovo State University Publishing,1/24/2024 5:40:34 PM
48012,41,,Japan International Research Center for Agricultural Sciences,1/24/2024 5:40:34 PM
48016,41,,Japanese Society of Allergology,1/24/2024 5:40:34 PM
48018,41,,Johar Education Society Pakistan,1/24/2024 5:40:34 PM
48022,41,,John Wiley and Sons Ltd.,1/24/2024 5:40:34 PM
48024,41,,Journal of Agriculture and Rural Development in the Tropics and Subtropics (JARTS),1/24/2024 5:40:34 PM
48025,41,,Journal of Chinese Agricultural Mechanization Editorial Office,1/24/2024 5:40:34 PM
48026,41,,Journal of Visualized Experiments,1/24/2024 5:40:34 PM
48027,41,,Julius Beltz GmbH,1/24/2024 5:40:34 PM
48028,41,,Jungseok Research Institute of International Logistics and Trade,1/24/2024 5:40:34 PM
48029,41,,Kamala-Raj Enterprises,1/24/2024 5:40:34 PM
48030,41,,Kamla-Raj Enterprises,1/24/2024 5:40:34 PM
48032,41,,Kasetsart University,1/24/2024 5:40:34 PM
48035,41,,Kemerovo State University,1/24/2024 5:40:34 PM
48037,41,,Kerala Forestry Research Institute,1/24/2024 5:40:34 PM
48038,41,,Kerman University of Medical Sciences,1/24/2024 5:40:34 PM
48043,41,,Korea Institute of Ocean Science and Technology,1/24/2024 5:40:34 PM
48044,41,,"Korean Association of Shipping and Logistics, Inc.",1/24/2024 5:40:34 PM
48045,41,,Korean Nutrition Society,1/24/2024 5:40:34 PM
48047,41,,Korean Society for Food Science of Animal Resources,1/24/2024 5:40:34 PM
48048,41,,Korean Society for Horticultural Science,1/24/2024 5:40:34 PM
