id,run_id,keywords,external_topic_id,prominence,last_updated_date
43101,41,Convection|Intraseasonal Variations|Equatorial Wave,932,,1/24/2024 5:41:02 PM
43102,41,Couples Therapy|Ethanol|Alcohol Abuse,12721,,1/24/2024 5:41:02 PM
43103,41,Chloralodol|Hyaluronate Lyase|Low Power,45602,,1/24/2024 5:41:02 PM
43105,41,Consumer Boycott|Boycott|Political Participation,35394,,1/24/2024 5:41:02 PM
43106,41,Cardiology|Echocardiography|American Heart Association,21082,,1/24/2024 5:41:02 PM
43107,41,Capture-Recapture|Population Model|Population Dynamics,13960,,1/24/2024 5:41:02 PM
43108,41,Drying Apparatus|Drying|Exergy,23165,,1/24/2024 5:41:02 PM
43109,41,Community Participation|Behavioral Pricing|Discount,8636,,1/24/2024 5:41:02 PM
43110,41,Dining|Restaurants|Hemophilia A,76523,,1/24/2024 5:41:02 PM
43111,41,Cognitive Science of Religion|Economic Beliefs|Cultural Background,8736,,1/24/2024 5:41:02 PM
43112,41,Cicer|Ascochyta|Genetic Variability,6454,,1/24/2024 5:41:02 PM
43113,41,Blueberry Plants|Cultivar|Vaccinium,10413,,1/24/2024 5:41:02 PM
43114,41,Co-Production|Public Services|Governance,34080,,1/24/2024 5:41:02 PM
43115,41,Delivery Of Health Care|Physician Services|Remuneration,49803,,1/24/2024 5:41:02 PM
43116,41,Dental Practice|Delivery Of Health Care|Environmental Sustainability,25681,,1/24/2024 5:41:02 PM
43117,41,Controller|Irrigation Requirement|Soil Water Balance,44036,,1/24/2024 5:41:02 PM
43118,41,Characterization|European Landscape Convention|Agricultural Workers,57219,,1/24/2024 5:41:02 PM
43119,41,Cancer|AIDS-related Lymphoma|Antiretroviral Therapy,2826,,1/24/2024 5:41:02 PM
43120,41,Bone Marrow|Hematopoietic Stem Cell Transplantation|Bone Marrow Transplantation,38282,,1/24/2024 5:41:02 PM
43121,41,Breast Neoplasms|Childhood Cancer Survivor|Breast Reconstruction,17629,,1/24/2024 5:41:02 PM
43122,41,Collective Intelligence|Entrepreneurs|Participatory,91035,,1/24/2024 5:41:02 PM
43123,41,Diuraphis Noxia|Aphids|Triticum Turgidum Subsp. Durum,12390,,1/24/2024 5:41:02 PM
43124,41,Caregivers|Heart Failure|Dietary Sodium,8029,,1/24/2024 5:41:02 PM
43125,41,Clinical Chemistry|Thyrotropin|Chemical Species,16833,,1/24/2024 5:41:02 PM
43126,41,Dispute Settlements|WTO|World Trade Organization,5936,,1/24/2024 5:41:02 PM
43127,41,Coccidioidomycosis|Antifungal Agents|Immunodiffusion,4371,,1/24/2024 5:41:02 PM
43128,41,Cigarette Smoke|Smoke|Cigarette Filters,14530,,1/24/2024 5:41:02 PM
43129,41,Breast Density|Mammography|Cancer Risk,3911,,1/24/2024 5:41:02 PM
43130,41,Desmedipham|Algicide|Metamitron,41311,,1/24/2024 5:41:02 PM
43131,41,Competent Authorities|Pesticide|Sugar Beets,36361,,1/24/2024 5:41:02 PM
43132,41,Counterurbanisation|Rural Population|Rurality,13833,,1/24/2024 5:41:02 PM
43133,41,Beetles|Ferrari|Weevils,29215,,1/24/2024 5:41:02 PM
43134,41,Bioavailability|Ferric Pyrophosphate|Fortification,4846,,1/24/2024 5:41:02 PM
43135,41,Brown Carbon|Aerosol|Radiative Forcing,2486,,1/24/2024 5:41:02 PM
43136,41,Dutch East India Company|Colonialism|Missionaries,20613,,1/24/2024 5:41:02 PM
43137,41,Cancer|Aptasensors|AGRO 100,1099,,1/24/2024 5:41:02 PM
43138,41,Cancer|Papillary Adenocarcinoma|Homeobox Protein Nkx 2.1,34958,,1/24/2024 5:41:02 PM
43139,41,Biodiesel|Biofuel|Animal Manures,40791,,1/24/2024 5:41:02 PM
43140,41,Developing Countries|Waste Collection|Separation at Source,16910,,1/24/2024 5:41:02 PM
43141,41,Blood Glucose|Insulin Resistance|Acanthosis Nigricans,3809,,1/24/2024 5:41:02 PM
43143,41,Crime Prevention|Burglary|Environmental Design,2575,,1/24/2024 5:41:02 PM
43144,41,Economics|Inflation Targeting|Quality Function Deployment (QFD),91637,,1/24/2024 5:41:02 PM
43145,41,Elaeis Guineensis|Palm Oils|Elaeis,28007,,1/24/2024 5:41:02 PM
43146,41,Capillarity|Porous Materials|Two Phase Flow,24068,,1/24/2024 5:41:02 PM
43147,41,Cardiopulmonary Resuscitation|Basic Life Support|Defibrillators,7448,,1/24/2024 5:41:02 PM
43148,41,Brachytherapy|Radiosurgery|Radiotherapy,8933,,1/24/2024 5:41:02 PM
43149,41,Cognitive Reserve|Dementia|Cognition,9767,,1/24/2024 5:41:02 PM
43150,41,College Enrollment|High Schools|Credit,51133,,1/24/2024 5:41:02 PM
43151,41,Community Coalitions|Health Promotion|Sustainability Framework,6301,,1/24/2024 5:41:02 PM
43152,41,Community Health Nurses|Home Visiting|Child Abuse,13246,,1/24/2024 5:41:02 PM
43153,41,Economic Growth|Environmental Sociology|Ecological Modernization,11243,,1/24/2024 5:41:02 PM
43154,41,Camelina|Thlaspi|Camelina Sativa,32634,,1/24/2024 5:41:02 PM
43155,41,Cats|Pangolin|SARS-CoV-2,1131033,,1/24/2024 5:41:02 PM
43156,41,Climate Change|CMIP|Regional Climate,927,,1/24/2024 5:41:02 PM
43157,41,Causal Inference|Mediator|Directed Acyclic Graph,17391,,1/24/2024 5:41:02 PM
43158,41,Cannabis|Drugs|Cultivators,57883,,1/24/2024 5:41:02 PM
43159,41,Carabidae|Pterostichus Cupreus|Beetles,1817,,1/24/2024 5:41:02 PM
43160,41,Carbohydrate|Cotton|Plants,75715,,1/24/2024 5:41:02 PM
43161,41,Electric Utilities|Wind Farms|Wakes,1269,,1/24/2024 5:41:02 PM
43162,41,Community Colleges|Placement Test|Mathematics,34978,,1/24/2024 5:41:02 PM
43163,41,Diet|Elaidic Acid|Hydrogenated Oils,4834,,1/24/2024 5:41:02 PM
43164,41,Biosimilar Agent|Biological Products|Infliximab,5833,,1/24/2024 5:41:02 PM
43165,41,Electronic Medical Record|Notifications|Radiology,34680,,1/24/2024 5:41:02 PM
43166,41,Commemoration|Tourism Development|Public Sphere,83596,,1/24/2024 5:41:02 PM
43167,41,Cultivar|Blastophaga|Smyrna,27575,,1/24/2024 5:41:02 PM
43168,41,Capital Flight|Import|Customs Administration,35555,,1/24/2024 5:41:02 PM
43169,41,Catchment Area (Hydrology)|Urban Runoff|Combined Sewers,2650,,1/24/2024 5:41:02 PM
43170,41,Cohort|Pre-service Teachers|Graduate,65416,,1/24/2024 5:41:02 PM
43171,41,Combine Harvesters|Axial Flow|Zea Mays,17626,,1/24/2024 5:41:02 PM
43172,41,Cerebral Palsy|Children with Disabilities|Disabled Children,23637,,1/24/2024 5:41:02 PM
43173,41,Cerebral Palsy|Deglutition Disorders|Gastrostomy,17189,,1/24/2024 5:41:02 PM
43174,41,Child Health Insurance|Medicaid|Patient Protection and Affordable Care Act,2892,,1/24/2024 5:41:02 PM
43175,41,Child Support|Custodial Parent|Lowest Income Group,26748,,1/24/2024 5:41:02 PM
43176,41,Coloring Agent|Natural Dyes|Dyeing,7423,,1/24/2024 5:41:02 PM
43177,41,Brewing Industry|Place|Handicrafts,56909,,1/24/2024 5:41:02 PM
43178,41,Chelonia Mydas|Caretta Caretta|Heavy Metal,24577,,1/24/2024 5:41:02 PM
43179,41,Cultural Competence|Medical Education|Diversity Training,17083,,1/24/2024 5:41:02 PM
43180,41,Breast Reconstruction|Tissue Expander|Mastectomy,1330,,1/24/2024 5:41:02 PM
43181,41,Cost-Benefit Analysis|Equilibrium Displacement Model|Persea,31380,,1/24/2024 5:41:02 PM
43182,41,Community Languages|Education|Picture Books,55300,,1/24/2024 5:41:02 PM
43183,41,Electrochemical Oxidation|Diffusion Electrodes|Degradation,767,,1/24/2024 5:41:02 PM
43184,41,Bryophyta|Hypnum Cupressiforme|Biological Monitoring,10026,,1/24/2024 5:41:02 PM
43185,41,Carbon 13|Isotope Labeling|Glyoxylate Cycle,13603,,1/24/2024 5:41:02 PM
43186,41,Case Report|Ampulla of Vater|Bile Duct Carcinoma,40284,,1/24/2024 5:41:02 PM
43187,41,Coal Worker|Appalachian Region|Coal Mining,22903,,1/24/2024 5:41:02 PM
43188,41,Digital Divide|Internet Use|Education,19995,,1/24/2024 5:41:02 PM
43189,41,Community Participation|Green Product|Environmental Attitudes,874,,1/24/2024 5:41:02 PM
43190,41,Buenos Aires|Argentina|Santa Fe,17973,,1/24/2024 5:41:02 PM
43191,41,Community Supported Agriculture|Urban Agriculture|Local Food Systems,3195,,1/24/2024 5:41:02 PM
43192,41,Energy Security|China|Security of Supply,22187,,1/24/2024 5:41:02 PM
43193,41,Code-Switching|Dual Language|Psychological Practice,10892,,1/24/2024 5:41:02 PM
43194,41,Cercospora Beticola|Leaf Spot|Beta Vulgaris,38802,,1/24/2024 5:41:02 PM
43195,41,Compost|Burial Site|Avian Influenza,62691,,1/24/2024 5:41:02 PM
43196,41,Coryphaena Hippurus|Toxicity|Oil Pollution,11590,,1/24/2024 5:41:02 PM
43197,41,Crash Injuries|Crash|Random Parameters,1000,,1/24/2024 5:41:02 PM
43199,41,Diferulic Acid|Arabinoxylan|Zea Mays,14922,,1/24/2024 5:41:02 PM
43200,41,Centaurea Stoebe|Euphorbia Esula|Steppe,21936,,1/24/2024 5:41:02 PM
43201,41,Community Participation|Ads|Acculturation,14587,,1/24/2024 5:41:02 PM
43202,41,Construction Waste|Demolition|Waste Management,13905,,1/24/2024 5:41:02 PM
43203,41,Career Choice|Medical Students|Primary Care,7066,,1/24/2024 5:41:02 PM
43204,41,Comprehensive Two-Dimensional Gas Chromatography|Mass Spectrometry|Gas Chromatography-Mass Spectrometry,6735,,1/24/2024 5:41:02 PM
43205,41,Disruption|Supply Chain Disruptions|Dual Sourcing,3991,,1/24/2024 5:41:02 PM
43206,41,Cholesterol|Probiotic Agent|Lactobacillales,9811,,1/24/2024 5:41:02 PM
43207,41,Crops|Crop Models|Vegetation Index,15830,,1/24/2024 5:41:02 PM
43208,41,Cotton Industry|Industrialization|Meiji Era,32963,,1/24/2024 5:41:02 PM
43209,41,Crime|Delinquency|Roads and Streets,10323,,1/24/2024 5:41:02 PM
43210,41,Cropland|Conservation Reserve Program|Steppe,84706,,1/24/2024 5:41:02 PM
43211,41,Environmental Concern|Climate Change|Judeo-Christian,18644,,1/24/2024 5:41:02 PM
43212,41,Crops|Agricultural Machinery and Equipment|Tractors,4184,,1/24/2024 5:41:02 PM
43213,41,Cultural Heritage|Archival Science|Forms and Records Control,4289,,1/24/2024 5:41:02 PM
43214,41,Electronic Medical Record|Natural Language Processing (NLP)|Anonymization,4431,,1/24/2024 5:41:02 PM
43215,41,Curcumin|Forced Swim Test|Antidepressants,54757,,1/24/2024 5:41:02 PM
43216,41,Cytoplasmic Male Sterility|Traits|Heterosis,39454,,1/24/2024 5:41:02 PM
43217,41,Bronchoscopy|Conscious Sedation|Intubation,11552,,1/24/2024 5:41:02 PM
43218,41,Dihydroflavanol 4-Reductase|Soybeans|Flower,23725,,1/24/2024 5:41:02 PM
43219,41,Cardiovascular Disease|Omega 3 Fatty Acid|Fish Oils,354,,1/24/2024 5:41:02 PM
43220,41,Chilo Partellus|Busseola Fusca|Lepidoptera,15077,,1/24/2024 5:41:02 PM
43221,41,Chaco Canyon|Archaeology|Pueblo,3452,,1/24/2024 5:41:02 PM
43222,41,Environmental Crime|Criminology|Harm,23781,,1/24/2024 5:41:02 PM
43223,41,Empowerment|Interfaith|Psychology,15718,,1/24/2024 5:41:02 PM
43225,41,China|Water Use Efficiency|Evapotranspiration,44563,,1/24/2024 5:41:02 PM
43226,41,Cyanidin 3-O-Glucoside|Anthocyanins|Extract,6835,,1/24/2024 5:41:02 PM
43227,41,Chlamydiae|Chlamydia Trachomatis|Sexually Transmitted Diseases,2135,,1/24/2024 5:41:02 PM
43228,41,Droplets|Microfluidics|Lab-on-a-chip Devices,1584,,1/24/2024 5:41:02 PM
43229,41,Conduct Disorder|Irritability|Problem Behavior,17422,,1/24/2024 5:41:02 PM
43230,41,Congenital Hypothyroidism|Thyroid Dysgenesis|Newborn,2697,,1/24/2024 5:41:02 PM
43231,41,Buried Seeds|Steppe|Calamagrostis Purpurea Subsp. Purpurea,7875,,1/24/2024 5:41:02 PM
43232,41,Citrus Tristeza Virus|Tomato Chlorosis Virus|Lettuce Infectious Yellows Virus,10644,,1/24/2024 5:41:02 PM
43233,41,Disease Outbreaks|Epidemiological Data|Contact Tracing,83232,,1/24/2024 5:41:02 PM
43234,41,Civil Conflict|Civil War|Militia,2745,,1/24/2024 5:41:02 PM
43235,41,Eutectics|Choline|Electroplating,11047,,1/24/2024 5:41:02 PM
43236,41,Child Protection|Social Work|Human Services,22475,,1/24/2024 5:41:02 PM
43237,41,Creutzfeldt-Jakob Syndrome|Prion Diseases|Sporadic Creutzfeldt-Jakob Disease,461,,1/24/2024 5:41:02 PM
43238,41,Capital Structure|Firm|Pecking Order Theory,1822,,1/24/2024 5:41:02 PM
43239,41,Cellular Senescence|Cancer|Lipofuscin,3676,,1/24/2024 5:41:02 PM
43240,41,Cell-Free Protein Synthesis|Cell Free System|Escherichia Coli,13028,,1/24/2024 5:41:02 PM
43241,41,Crambe|Seed|Oilseed Crops,50816,,1/24/2024 5:41:02 PM
43242,41,Cardiovascular Disease|Alirocumab|Familial Hypercholesterolemia,4232,,1/24/2024 5:41:02 PM
43243,41,Colletotrichum|Anthracnose|Fruit,5594,,1/24/2024 5:41:02 PM
43244,41,Colorectal Neoplasms|Guaiac|Sigmoidoscopy,154,,1/24/2024 5:41:02 PM
43245,41,Fillers|Nasolabial Fold|Belotero Balance,875,,1/24/2024 5:41:02 PM
43246,41,Carnivores|Hunters|Chronic Wasting Disease,12579,,1/24/2024 5:41:02 PM
43247,41,Consumer Behavior|Functional Foods|Consumer Attitudes,11202,,1/24/2024 5:41:02 PM
43248,41,Delivery Of Health Care|Multi-criteria Decision Analysis|Rationing,11023,,1/24/2024 5:41:02 PM
43249,41,Combining Ability|Heterosis|Traits,33568,,1/24/2024 5:41:02 PM
43250,41,Enclaves|Suburban Areas|Retrofitting,46245,,1/24/2024 5:41:02 PM
43251,41,Distillers Grains|Coproducts|Soluble,17998,,1/24/2024 5:41:02 PM
43252,41,Economic Sanctions|Embargo|Economics,22075,,1/24/2024 5:41:02 PM
43253,41,Critical Realism|Sociology|Reflexivity,37759,,1/24/2024 5:41:02 PM
43254,41,Daldinia|Ascomycota|Hypoxylon,16119,,1/24/2024 5:41:02 PM
43255,41,Cooking Stoves|Solid Fuel Use|Cooking,4716,,1/24/2024 5:41:02 PM
43256,41,Breast Meat|Broiler Chickens|Chicken,7692,,1/24/2024 5:41:02 PM
43257,41,Cattle|Dairy Herds|Calving Interval,27889,,1/24/2024 5:41:02 PM
43258,41,Freightage|Shipping|Cargo,28621,,1/24/2024 5:41:02 PM
43259,41,Crop Circles|Nitrogen Fertilizers|Zea Mays,12131,,1/24/2024 5:41:02 PM
43260,41,Child Health Care|Mental Health Services|Mental Disease,24794,,1/24/2024 5:41:02 PM
43261,41,Energy|Coal Production|Oil Markets,17952,,1/24/2024 5:41:02 PM
43262,41,Cash Transfers|Brazil|Micro Data,29783,,1/24/2024 5:41:02 PM
43263,41,Cerebral Palsy|Quality of Life|Internal Consistency,10212,,1/24/2024 5:41:02 PM
43264,41,Coping Behavior|Rumination|Childhood Cancer Survivor,7358,,1/24/2024 5:41:02 PM
43266,41,CRISPR-cas System|DNA|Bacteriophages,16225,,1/24/2024 5:41:02 PM
43267,41,Crop Rotation|Programming Model|Farm,35199,,1/24/2024 5:41:02 PM
43268,41,Diet|Butyric Acid|Average Daily Gain,19429,,1/24/2024 5:41:02 PM
43269,41,Decision Making|Foresight|Alternative Futures,13709,,1/24/2024 5:41:02 PM
43270,41,Climate Change|Dry-Bulb Temperature|Electricity Demand,14783,,1/24/2024 5:41:02 PM
43271,41,Electronic Medical Record|Documentation|Internal Medicine,38066,,1/24/2024 5:41:02 PM
43272,41,Cecidomyiidae|Asphondylia|New Species,16947,,1/24/2024 5:41:02 PM
43273,41,China|Light Pollution|Dimethylpropiothetin,12663,,1/24/2024 5:41:02 PM
43274,41,Cytoreductive Surgery|Ovarian Epithelial Carcinoma|Ovarian Neoplasms,2362,,1/24/2024 5:41:02 PM
43275,41,Fruit Consumption|Fruits and Vegetables|Diet,31971,,1/24/2024 5:41:02 PM
43276,41,China|Penman-Monteith Equation|Trend Analysis,4462,,1/24/2024 5:41:02 PM
43277,41,Chloroplast DNA|Phylogeography|China,29723,,1/24/2024 5:41:02 PM
43278,41,Chronic Hepatitis C|Liver Diseases|Antivirus Agent,19860,,1/24/2024 5:41:02 PM
43279,41,Crop Insurance|Weather Derivatives|Agriculture,13070,,1/24/2024 5:41:02 PM
43280,41,Cardiovascular Disease|Maternal Hypertension|Eclampsia,7555,,1/24/2024 5:41:02 PM
43281,41,Conscientious Objection|Conscience|Abortion,20965,,1/24/2024 5:41:02 PM
43282,41,Early Detection Of Cancer|Skin Neoplasms|Familial Atypical Multiple Mole Melanoma Syndrome,4471,,1/24/2024 5:41:02 PM
43283,41,Endocrine Disruptor|Phthalic Acid Bis(2 Ethylhexyl) Ester|Plasticizers,741,,1/24/2024 5:41:02 PM
43284,41,Consumer Search|Price Dispersion|Community Participation,15901,,1/24/2024 5:41:02 PM
43285,41,Culms|Phyllostachys Edulis|Plantation,27505,,1/24/2024 5:41:02 PM
43287,41,Decarbonization|Energy Systems|Scenarios,25884,,1/24/2024 5:41:02 PM
43288,41,Criminal Record|Hiring Decisions|Applicant,38137,,1/24/2024 5:41:02 PM
43289,41,Dementia|Alzheimer's Disease|Costs And Cost Analysis,14848,,1/24/2024 5:41:02 PM
43290,41,Diet|Neanderthals|Dental Pathology,17857,,1/24/2024 5:41:02 PM
43291,41,Diet|Swine Production|Pastures,46225,,1/24/2024 5:41:02 PM
43292,41,Director|Corporate Governance|Board Independence,130,,1/24/2024 5:41:02 PM
43293,41,Buckets|Queue|Packets (Communication),36015,,1/24/2024 5:41:02 PM
43294,41,Cover Crops|Vicia Villosa|Weeds,4272,,1/24/2024 5:41:02 PM
43295,41,Decision Support System|Miller|Triticum Turgidum Subsp. Durum,63521,,1/24/2024 5:41:02 PM
43296,41,Extension Agents|Farmers|Nigeria,48257,,1/24/2024 5:41:02 PM
43297,41,Functional Diversity|Wiener Index|Microorganisms,24489,,1/24/2024 5:41:02 PM
43298,41,Cadres|China|Central Committee,2178,,1/24/2024 5:41:02 PM
43299,41,Cage Culture|Agriculture|Milk Prices,55121,,1/24/2024 5:41:02 PM
43300,41,Ethnic Minorities|Racism|COVID-19,1121632,,1/24/2024 5:41:02 PM
43301,41,Cultivar|Prunus Armeniaca|Linkage Groups,2945,,1/24/2024 5:41:02 PM
43302,41,Cattle|Welfare Assessment|Qualitative Behavior,12326,,1/24/2024 5:41:02 PM
43303,41,Drosophila Suzukii|Fruit|Pachycrepoideus,34993,,1/24/2024 5:41:02 PM
43304,41,Contemplation|Transtheoretical Model|Processes of Change,5584,,1/24/2024 5:41:02 PM
43305,41,Cataract Surgery|Blindness|Presbyopia,3608,,1/24/2024 5:41:02 PM
43306,41,Cephus Cinctus|Cephidae|Hymenoptera,42089,,1/24/2024 5:41:02 PM
43307,41,Cold Shock Proteins|Cold-Shock Response|Temperature,22972,,1/24/2024 5:41:02 PM
43308,41,Colorectal Neoplasms|Dietary Fiber|Processed Meat,16417,,1/24/2024 5:41:02 PM
43309,41,Cooking|Diet|Food Processing,16432,,1/24/2024 5:41:02 PM
43310,41,Common Bacterial Blight|Dry Beans|Bean Common Mosaic Virus,15846,,1/24/2024 5:41:02 PM
43311,41,Climacterium|Menopause|Sleep Initiation and Maintenance Disorders,19783,,1/24/2024 5:41:02 PM
43313,41,Community Engagement|Engaged Scholarship|Service Learning,32359,,1/24/2024 5:41:02 PM
43314,41,Community Participation|Vertical Product Differentiation|Duopoly,19328,,1/24/2024 5:41:02 PM
43315,41,Fatty Liver|Proton Density (Concentration)|Keratin-18,13,,1/24/2024 5:41:02 PM
43316,41,Corrective Feedback|Social Interaction|Form-Focused Instruction,1453,,1/24/2024 5:41:02 PM
43317,41,Galactosidases|Enzymes|Melibiose,17043,,1/24/2024 5:41:02 PM
43318,41,Compensation|Yellow River|Ecological,42635,,1/24/2024 5:41:02 PM
43319,41,Crime|Violent Crime|Anomie,8281,,1/24/2024 5:41:02 PM
43320,41,Dioscorea|Flour|Blanching,45059,,1/24/2024 5:41:02 PM
43321,41,Cattle|Animal Mammary Glands|Body Temperature,36897,,1/24/2024 5:41:02 PM
43322,41,Business Cycle Accounting|Great Depression|Economics,30146,,1/24/2024 5:41:02 PM
43323,41,Fire Suppression|Crime|Forest Canopy,85232,,1/24/2024 5:41:02 PM
43324,41,Failure to Thrive|Eating|Autism,9279,,1/24/2024 5:41:02 PM
43325,41,Crops|Soil Tests|Arid Lands,62023,,1/24/2024 5:41:02 PM
43326,41,Geese|Waterfowl|Anser Caerulescens,3252,,1/24/2024 5:41:02 PM
43327,41,Dissolved Organic Carbon|Catchment Area (Hydrology)|Moorland,5026,,1/24/2024 5:41:02 PM
43328,41,Early Marriage|Legal Age|Africa South Of The Sahara,32503,,1/24/2024 5:41:02 PM
43329,41,Dextropropoxyphene|Gatekeeping|Listeners,49328,,1/24/2024 5:41:02 PM
43330,41,Coup|Junta|Army,21952,,1/24/2024 5:41:02 PM
43331,41,COVID-19|Pandemics|Coronavirus Infections,17669,,1/24/2024 5:41:02 PM
43332,41,Curricula|Social Studies|Pre-service Teachers,55591,,1/24/2024 5:41:02 PM
43333,41,Cause-Related Marketing|Corporate Social Responsibility|Corporate Philanthropy,184,,1/24/2024 5:41:02 PM
43334,41,Fog Computing|Network Protocol|Internet of Things,10997,,1/24/2024 5:41:02 PM
43335,41,Cobalt|Cyanocobalamin|Cobalt Sulfate,17330,,1/24/2024 5:41:02 PM
43336,41,Earned Income Tax Credit|Workforce|Labor Supply Elasticity,15873,,1/24/2024 5:41:02 PM
43337,41,Emigration And Immigration|Resettlement|Asylum,29520,,1/24/2024 5:41:02 PM
43338,41,Gene|Quantitative Trait Loci|Soybeans,9270,,1/24/2024 5:41:02 PM
43339,41,Crashes|Agricultural Machinery and Equipment|Traffic Accidents,53701,,1/24/2024 5:41:02 PM
43340,41,Climate Change|Glacial Lake|Ice Cover,677,,1/24/2024 5:41:02 PM
43341,41,Child Labor|Family Characteristic|School Attendance,6573,,1/24/2024 5:41:02 PM
43342,41,Disabled Children|Early Intervention|Early Childhood Special Education,5757,,1/24/2024 5:41:02 PM
43343,41,Census|Population Estimation|Geographic Mapping,17620,,1/24/2024 5:41:02 PM
43344,41,Caregiving|Cancer Patients|Palliative Care,1991,,1/24/2024 5:41:02 PM
43345,41,Child Abuse|Mandatory Reporting|Hospital Emergency Service,13509,,1/24/2024 5:41:02 PM
43346,41,Cholesterol 24 Hydroxylase|Cholesterol|Oxysterols,6015,,1/24/2024 5:41:02 PM
43347,41,Classroom Management|Self-Efficacy|Pre-service Teachers,7443,,1/24/2024 5:41:02 PM
43348,41,Clean Development Mechanism|Climate Finance|Air Pollution Control,16321,,1/24/2024 5:41:02 PM
43349,41,Clinical Chemistry|Total Quality Management|Analytical,5879,,1/24/2024 5:41:02 PM
43350,41,Clinical Decision Support Systems|Cardiovascular Disease|Computerized Provider Order Entry,52207,,1/24/2024 5:41:02 PM
43351,41,Clinical Trials|Medical Journals|Ethical Issues,26108,,1/24/2024 5:41:02 PM
43352,41,Codeine Phosphate|Buprenorphine Plus Naloxone|Drug Misuse,38886,,1/24/2024 5:41:02 PM
43353,41,Coffee Berry Disease|Plant Diseases|Colletotrichum Kahawae,32722,,1/24/2024 5:41:02 PM
43354,41,Company|Tax Burden|Role,1124647,,1/24/2024 5:41:02 PM
43355,41,Conflict of Interests|Drug Industry|Consulting Fees,1130,,1/24/2024 5:41:02 PM
43356,41,Conservation Areas|Elephants|Crop Damage,18822,,1/24/2024 5:41:02 PM
43357,41,China|Alpine Meadows|Rangelands,10605,,1/24/2024 5:41:02 PM
43358,41,Consumer Ethics|Moral Intensity|Morality,4411,,1/24/2024 5:41:02 PM
43359,41,Container Port|Risk Assessment|Multi-criteria Decision Analysis,48147,,1/24/2024 5:41:02 PM
43360,41,Elder Abuse|Mistreatment|Very Elderly,1338,,1/24/2024 5:41:02 PM
43361,41,Follow Up|High Risk Infant|Very Low Birth Weight,69985,,1/24/2024 5:41:02 PM
43362,41,Gentrification|Tourism|Neighborhood Change,9271,,1/24/2024 5:41:02 PM
43363,41,Cynopterus|Chiroptera|Sphinxes,12372,,1/24/2024 5:41:02 PM
43364,41,DNA Barcoding|Fish|Fish Products,14132,,1/24/2024 5:41:02 PM
43365,41,Cultivar|Everbearing Cultivars|Phytophthora Cactorum,4711,,1/24/2024 5:41:02 PM
43366,41,"China|Source Apportionment|Indeno(1,2,3-Cd)Pyrene",303,,1/24/2024 5:41:02 PM
43367,41,Farm Management|Internet Of Things|Management Information Systems,37319,,1/24/2024 5:41:02 PM
43368,41,Disorders Of Sex Development|Congenital Adrenal Hyperplasia|Intersex,3574,,1/24/2024 5:41:02 PM
43369,41,Cattle|Somatic Cell Count|Dairy Herds,2221,,1/24/2024 5:41:02 PM
43370,41,Emulsions|Microchannels|Membrane,19125,,1/24/2024 5:41:02 PM
43371,41,Contingent Valuation|Ecosystem Services|Willingness to Pay,1617,,1/24/2024 5:41:02 PM
43372,41,Cooperatives|China|Small Farms,95146,,1/24/2024 5:41:02 PM
43373,41,Cystectomy|Urinary Diversion|Enhanced Recovery,8472,,1/24/2024 5:41:02 PM
43374,41,Cell Polarity|Gastrulation|Planar,6496,,1/24/2024 5:41:02 PM
43375,41,Coturnix Japonica|Body Weight|Egg Weight,21145,,1/24/2024 5:41:02 PM
43376,41,Currency|Solidarity Economy|Economics,34984,,1/24/2024 5:41:02 PM
43377,41,Gerrymandering|Civil Rights|Election Law,24013,,1/24/2024 5:41:02 PM
43378,41,Cultural Diversity|Film Industry|Filmmaking,53621,,1/24/2024 5:41:02 PM
43379,41,Cultural Heritage|Book Design|Landscaping,64151,,1/24/2024 5:41:02 PM
43380,41,Curricula|Ocimum Basilicum|Henri Lefebvre,43374,,1/24/2024 5:41:02 PM
43381,41,Combined Sewers|Stormwater|Water Quality,64257,,1/24/2024 5:41:02 PM
43382,41,Food Subsidies|Food Security|Distribution System,26070,,1/24/2024 5:41:02 PM
43383,41,Dwarfism|Gene|Triticum Turgidum Subsp. Durum,27439,,1/24/2024 5:41:02 PM
43384,41,Chemoembolization|Portal Vein|Miriplatin,627,,1/24/2024 5:41:02 PM
43385,41,Chile|Discourse|Mapudungun,41488,,1/24/2024 5:41:02 PM
43386,41,Cytomegalovirus Infections|Human Cytomegalovirus|Valganciclovir,1562,,1/24/2024 5:41:02 PM
43387,41,Coloring Agent|Tartrazine|1-Phenylazo-2-Naphthol,10147,,1/24/2024 5:41:02 PM
43388,41,Complementary Foods|Flour|Nutritive Value,26687,,1/24/2024 5:41:02 PM
43389,41,Child Development|Early Intervention|Screening,9850,,1/24/2024 5:41:02 PM
43390,41,Disease Mapping|Integrated Nested Laplace Approximation|Bayes Theorem,11760,,1/24/2024 5:41:02 PM
43391,41,Driver Licensing|Hospitalization|Motor Vehicle Crash,49954,,1/24/2024 5:41:02 PM
43392,41,Energy|Refurbishment|Renovation,3222,,1/24/2024 5:41:02 PM
43393,41,Cutaneous T-Cell Lymphoma|Mycosis Fungoides|Skin Neoplasms,1249,,1/24/2024 5:41:02 PM
43395,41,Compulsive Buying|Materialism|Compulsion,13439,,1/24/2024 5:41:02 PM
43396,41,Colletotrichum Lindemuthianum|Anthracnose|Beans,19521,,1/24/2024 5:41:02 PM
