id,run_id,alias_id,parent_alias_id,alias,alias_type,url,last_updated_date
15337,41,1001325,1001325,Cost of Infant Formula for the WIC Program Rising,Main,,1/25/2024 9:09:31 AM
15338,41,1001326,1001326,Asia Leads World in Reducing Hunger,Main,,1/25/2024 9:09:31 AM
15339,41,1001327,1001327,Children's Diets and WIC,Main,,1/25/2024 9:09:31 AM
15340,41,1001328,1001328,Conservation Programs: Balancing Outcomes With a Selection Index,Main,,1/25/2024 9:09:31 AM
15341,41,1001329,1001329,Do Food Industry Mergers and Acquisitions Affect Wages and Employment?,Main,,1/25/2024 9:09:31 AM
15342,41,1000133,1000133,"Chinese Cotton: Textiles, Imports, and Xinjiang",Main,,1/25/2024 9:09:31 AM
15343,41,1001330,1001330,Growing More With Less Cropland,Main,,1/25/2024 9:09:31 AM
15344,41,1001331,1001331,India and U.S. Could Gain From Liberalizing Oilseed Trade,Main,,1/25/2024 9:09:31 AM
15345,41,1001332,1001332,Land Retirement and Working-Land Conservation Structures: A Look at Farmers' Choices,Main,,1/25/2024 9:09:31 AM
15347,41,1001333,1001333,Meat-Processing Firms Attract Hispanic Workers to Rural America,Main,,1/25/2024 9:09:31 AM
15348,41,1001334,1001334,Where Should the Money Go? Aligning Policies With Preferences,Main,,1/25/2024 9:09:31 AM
15349,41,1001335,1001335,Who Gets Farm Program Payments?,Main,,1/25/2024 9:09:31 AM
15350,41,1001336,1001336,Balancing the Multiple Objectives of Conservation Programs,Main,,1/25/2024 9:09:31 AM
15351,41,1001337,1001337,"Food Security Assessment 2005, GFA 17",Main,,1/25/2024 9:09:31 AM
15352,41,1001338,1001338,"Major Uses of Land in the United States, 2002",Main,,1/25/2024 9:09:31 AM
15353,41,1001339,1001339,America's Diverse Family Farms: Structure and Finances,Main,,1/25/2024 9:09:31 AM
15354,41,1000134,1000134,Poultry Expected To Continue Leading Global Meat Imports as Demand Rises,Main,,1/25/2024 9:09:31 AM
15355,41,1001340,1001340,Structure and Finances of U.S. Farms: 2005 Family Farm Report,Main,,1/25/2024 9:09:31 AM
15356,41,1001341,1001341,Nutrient Adequacy of Children Participating in WIC,Main,,1/25/2024 9:09:31 AM
15357,41,1001342,1001342,Per Capita Use Declines in 2005,Main,,1/25/2024 9:09:31 AM
15358,41,1001343,1001343,The First Decade of Genetically Engineered Crops in the United States,Main,,1/25/2024 9:09:31 AM
15359,41,1001344,1001344,The Role of Policy and Industry Structure in India's Oilseed Markets,Main,,1/25/2024 9:09:31 AM
15360,41,1001345,1001345,Fruit and Vegetable Backgrounder,Main,,1/25/2024 9:09:31 AM
15361,41,1001346,1001346,Soybean Backgrounder,Main,,1/25/2024 9:09:31 AM
15362,41,1001347,1001347,South Carolina Food Stamp and Well-Being Study: Transitions in Food Stamp Participation and Employment Among Adult-Only Households,Main,,1/25/2024 9:09:31 AM
15363,41,1001348,1001348,South Carolina Food Stamp and Well-Being Study: Transitions in Food Stamp and TANF Participation and Employment Among Families With Children,Main,,1/25/2024 9:09:31 AM
15364,41,1001349,1001349,The Value of Plant Disease Early-Warning Systems: A Case Study of USDA's Soybean Rust Coordinated Framework,Main,,1/25/2024 9:09:31 AM
15365,41,1000135,1000135,Sepsis Can Be Costly Consequence of Foodborne Illnesses,Main,,1/25/2024 9:09:31 AM
15366,41,1001350,1001350,Agriculture and Rural Communities Are Resilient to High Energy Costs,Main,,1/25/2024 9:09:31 AM
15367,41,1001351,1001351,Brazil Emerges As Major Force in Global Meat Markets,Main,,1/25/2024 9:09:31 AM
15368,41,1001352,1001352,Chicken Consumption Continues Longrun Rise,Main,,1/25/2024 9:09:31 AM
15369,41,1001353,1001353,Chinese Banks Carry Out Rural Policy,Main,,1/25/2024 9:09:31 AM
15370,41,1001354,1001354,Economic Effects of Animal Diseases Linked to Trade Dependency,Main,,1/25/2024 9:09:31 AM
15371,41,1001355,1001355,Economic Research Helps Manage Invasive Species,Main,,1/25/2024 9:09:31 AM
15372,41,1001356,1001356,Ethanol Reshapes the Corn Market,Main,,1/25/2024 9:09:31 AM
15373,41,1001358,1001358,Recreation Counties Are the Fastest Growing Nonmetro Counties,Main,,1/25/2024 9:09:31 AM
15374,41,1001359,1001359,Regulating Ammonia Emissions From Hog Farms Would Raise Costs,Main,,1/25/2024 9:09:31 AM
15375,41,1000136,1000136,The Most Rural Counties Have the Fewest Health Care Services Available,Main,,1/25/2024 9:09:31 AM
15376,41,1001360,1001360,The World Bids Farewell to the Multifiber Arrangement,Main,,1/25/2024 9:09:31 AM
15377,41,1001361,1001361,U.S. Tobacco Sector Regroups,Main,,1/25/2024 9:09:31 AM
15378,41,1001362,1001362,Use of Conservation-Compatible Practices Varies by Farm Type,Main,,1/25/2024 9:09:31 AM
15379,41,1001363,1001363,"Food Stamp Program Costs and Error Rates, 1989-2001",Main,,1/25/2024 9:09:31 AM
15380,41,1001364,1001364,New Directions in China's Agricultural Lending,Main,,1/25/2024 9:09:31 AM
15381,41,1001365,1001365,Prospects for India's Emerging Apple Market,Main,,1/25/2024 9:09:31 AM
15382,41,1001366,1001366,Agricultural Contracting Update: Contracts in 2003,Main,,1/25/2024 9:09:31 AM
15383,41,1001367,1001367,Metropolitan Area Food Prices and Children’s Weight Gain,Main,,1/25/2024 9:09:31 AM
15384,41,1001368,1001368,Wheat Backgrounder,Main,,1/25/2024 9:09:31 AM
15385,41,1001369,1001369,Rural Hispanics At A Glance,Main,,1/25/2024 9:09:31 AM
15386,41,1000137,1000137,U.S. Agricultural Trade Showed Resiliency Through COVID-19 Pandemic,Main,,1/25/2024 9:09:31 AM
15387,41,1001370,1001370,Effect of Food Industry Mergers and Acquisitions on Employment and Wages,Main,,1/25/2024 9:09:31 AM
15388,41,1001371,1001371,Environmental Credit Trading: Can Farming Benefit?,Main,,1/25/2024 9:09:31 AM
15389,41,1001372,1001372,Farmland Retirement's Impact on Rural Growth,Main,,1/25/2024 9:09:31 AM
15390,41,1001373,1001373,Hypoxia in the Gulf: Addressing Agriculture's Contribution,Main,,1/25/2024 9:09:31 AM
15391,41,1001374,1001374,Improving Air and Water Quality Can Be Two Sides of the Same Coin,Main,,1/25/2024 9:09:31 AM
15392,41,1001375,1001375,Is Carbon Sequestration in Agriculture Economically Feasible?,Main,,1/25/2024 9:09:31 AM
15393,41,1001377,1001377,Measuring the Success of Conservation Programs,Main,,1/25/2024 9:09:31 AM
15394,41,1001378,1001378,Rural Amenities: A Key Reason for Farmland Protection,Main,,1/25/2024 9:09:31 AM
15395,41,1000138,1000138,USDA’s New Interactive Visualization Tool Aids Exploration of Global Agricultural Trends,Main,,1/25/2024 9:09:31 AM
15396,41,1001380,1001380,California and Iowa Remain Top U.S. Agricultural Exporting States in Fiscal 2005,Main,,1/25/2024 9:09:31 AM
15397,41,1001381,1001381,Understanding U.S. Farm Exits,Main,,1/25/2024 9:09:31 AM
15398,41,1001382,1001382,Methodology To Evaluate the Outcomes of the Team Nutrition Initiative in Schools,Main,,1/25/2024 9:09:31 AM
15399,41,1001383,1001383,Whole-Farm Approaches to a Safety Net,Main,,1/25/2024 9:09:31 AM
15400,41,1001384,1001384,"Parental Time, Role Strain, and Children's Fat Intake and Obesity-Related Outcomes",Main,,1/25/2024 9:09:31 AM
15401,41,1001385,1001385,An Economic Chronology of Bovine Spongiform Encephalopathy in North America,Main,,1/25/2024 9:09:31 AM
15402,41,1001386,1001386,A Revolution in Food Retailing Underway in the Asia-Pacific Region,Main,,1/25/2024 9:09:31 AM
15403,41,1001387,1001387,Americans Switch From Fresh to Frozen Potatoes,Main,,1/25/2024 9:09:31 AM
15404,41,1001388,1001388,U.S. Dairy at a New Crossroads in a Global Setting,Main,,1/25/2024 9:09:31 AM
15405,41,1001389,1001389,U.S. Food Consumption Up 16 Percent Since 1970,Main,,1/25/2024 9:09:31 AM
15406,41,1000139,1000139,Embargoes From Past Avian Flu Outbreaks Reduced Demand for U.S. Chicken Meat,Main,,1/25/2024 9:09:31 AM
15407,41,1001390,1001390,Where You Shop Matters: Store Formats Drive Variation in Retail Food Prices,Main,,1/25/2024 9:09:31 AM
15408,41,1001391,1001391,Low-Skill Employment and the Changing Economy of Rural America,Main,,1/25/2024 9:09:31 AM
15409,41,1001392,1001392,Peanut Backgrounder,Main,,1/25/2024 9:09:31 AM
15410,41,1001393,1001393,Resolution of the U.S.- Japan Apple Dispute: New Opportunities for Trade,Main,,1/25/2024 9:09:31 AM
15411,41,1001394,1001394,Food Assistance and Nutrition Research Small Grants Program: Executive Summaries of 2004 Research Grants,Main,,1/25/2024 9:09:31 AM
15412,41,1001395,1001395,State-Level Predictors of Food Insecurity and Hunger Among Households With Children,Main,,1/25/2024 9:09:31 AM
15413,41,1001396,1001396,Assessing the Nutrient Intakes of Vulnerable Subgroups,Main,,1/25/2024 9:09:31 AM
15414,41,1001397,1001397,Factors Affecting U.S. Beef Consumption,Main,,1/25/2024 9:09:31 AM
15415,41,1001398,1001398,"Food Assistance Landscape, September 2005",Main,,1/25/2024 9:09:31 AM
15416,41,1001399,1001399,U. S. Tobacco Import Update 2003/04,Main,,1/25/2024 9:09:31 AM
15417,41,1000014,1000014,Oil Crops Outlook,Main,,1/25/2024 9:09:31 AM
15418,41,1000140,1000140,"Investment in U.S. Public Agricultural Research and Development Has Fallen by a Third Over Past Two Decades, Lags Major Trade Competitors",Main,,1/25/2024 9:09:31 AM
15419,41,1001400,1001400,Food Dynamics and USDA's New Dietary Guidelines,Main,,1/25/2024 9:09:31 AM
15420,41,1001401,1001401,Economic Analysis of Base Acre and Payment Yield Designations Under the 2002 U.S. Farm Act,Main,,1/25/2024 9:09:31 AM
15421,41,1001402,1001402,Did the Mandatory Requirement Aid the Market? Impact of the Livestock Mandatory Reporting Act,Main,,1/25/2024 9:09:31 AM
15422,41,1001403,1001403,Managing Manure to Improve Air and Water Quality,Main,,1/25/2024 9:09:31 AM
15423,41,1001404,1001404,Asia-Pacific Transportation Infrastructure: Linking Food Sources to Urban CentersUrban Centers,Main,,1/25/2024 9:09:31 AM
15424,41,1001405,1001405,Behind the Data: Estimating the Raw-Fiber Equivalent of U.S. Cotton Textile and Apparel Imports,Main,,1/25/2024 9:09:31 AM
15425,41,1001406,1001406,"Food Assistance Landscape, March 2006",Main,,1/25/2024 9:09:31 AM
15426,41,1001407,1001407,China's Rising Fruit and Vegetable Exports Challenge U.S. Industries,Main,,1/25/2024 9:09:31 AM
15427,41,1001408,1001408,"Characteristics and Production Costs of U.S. Corn Farms, 2001",Main,,1/25/2024 9:09:31 AM
15428,41,1001409,1001409,Conservation-Compatible Practices and Programs: Who Participates?,Main,,1/25/2024 9:09:31 AM
15429,41,1000141,1000141,Health Care Access Among Self-Employed Workers in Nonmetropolitan Counties,Main,,1/25/2024 9:09:31 AM
15430,41,1001410,1001410,Agricultural Contracting: Trading Autonomy for Risk Reduction,Main,,1/25/2024 9:09:31 AM
15431,41,1001411,1001411,Behind The Data,Main,,1/25/2024 9:09:31 AM
15432,41,1001412,1001412,Current Activities,Main,,1/25/2024 9:09:31 AM
15433,41,1001413,1001413,EU and U.S. Organic Markets Face Strong Demand Under Different Policies,Main,,1/25/2024 9:09:31 AM
15434,41,1001415,1001415,Farm Cash Margins Expected to Tighten in 2006,Main,,1/25/2024 9:09:31 AM
15435,41,1001416,1001416,Food Stamps and Obesity: Ironic Twist or Complex Puzzle?,Main,,1/25/2024 9:09:31 AM
15436,41,1001417,1001417,Home Financing: Rural-Urban Differences,Main,,1/25/2024 9:09:31 AM
15437,41,1001418,1001418,India’s High Internal Marketing Costs Reduce Apple Demand,Main,,1/25/2024 9:09:31 AM
15438,41,1001419,1001419,Internet on the Range,Main,,1/25/2024 9:09:31 AM
15439,41,1000142,1000142,"Farmers Report Soil-Related Resource Concerns on About Half of Soybean, Wheat, Cotton, and Oat Fields",Main,,1/25/2024 9:09:31 AM
15440,41,1001420,1001420,New Pathogen Tests Trigger Food Safety Innovations,Main,,1/25/2024 9:09:31 AM
15441,41,1001421,1001421,New Releases,Main,,1/25/2024 9:09:31 AM
15442,41,1001422,1001422,China's Food Market Revolution Reaches the Countryside,Main,,1/25/2024 9:09:31 AM
15443,41,1001423,1001423,Composite Measure of Economic Well-Being,Main,,1/25/2024 9:09:31 AM
15444,41,1001424,1001424,Crop Genetic Diversity Boosts Production But Faces Threats,Main,,1/25/2024 9:09:31 AM
15445,41,1001425,1001425,Diet Quality Usually Varies by Income Status,Main,,1/25/2024 9:09:31 AM
15446,41,1001426,1001426,Farm Poverty Lowest in U.S. History,Main,,1/25/2024 9:09:31 AM
15447,41,1001427,1001427,Farmland Owners Designate Base Acres to Maximize Payments,Main,,1/25/2024 9:09:31 AM
15448,41,1001428,1001428,How Americans Quench Their Thirsts,Main,,1/25/2024 9:09:31 AM
15449,41,1000143,1000143,COVID-19 Working Paper: Single Commodity Export Dependence and the Impacts of COVID-19 in Sub-Saharan Africa,Main,,1/25/2024 9:09:31 AM
15450,41,1001430,1001430,In the Long Run: Another Look at Farm Poverty,Main,,1/25/2024 9:09:31 AM
15451,41,1001431,1001431,Low Earnings But Steady Job Growth in Low-Employment Counties,Main,,1/25/2024 9:09:31 AM
15452,41,1001432,1001432,Older Women and Poverty in Rural America,Main,,1/25/2024 9:09:31 AM
15453,41,1001433,1001433,On the Map: Certified Organic Handling Facilities Concentrated on Pacific Coast,Main,,1/25/2024 9:09:31 AM
15454,41,1001434,1001434,Organic Price Premiums Remain High,Main,,1/25/2024 9:09:31 AM
15455,41,1001435,1001435,Rural Areas Benefit From Recreation and Tourism Development,Main,,1/25/2024 9:09:31 AM
15456,41,1001436,1001436,Ethyl Alcohol Becomes a Global Commodity,Main,,1/25/2024 9:09:31 AM
15457,41,1001437,1001437,Former Welfare Recipients Affect Economic Growth and Wages,Main,,1/25/2024 9:09:31 AM
15458,41,1001438,1001438,Hog Contracts Signal Producers To Improve Quality,Main,,1/25/2024 9:09:31 AM
15459,41,1001439,1001439,How Do U.S. Farmers Plan for Retirement?,Main,,1/25/2024 9:09:31 AM
15460,41,1000144,1000144,USDA Conservation Technical Assistance and Within-Field Resource Concerns,Main,,1/25/2024 9:09:31 AM
15461,41,1001440,1001440,New Approaches Boost Food Stamp Participation by Elderly People,Main,,1/25/2024 9:09:31 AM
15462,41,1001441,1001441,New Tax Laws Benefit Farmers,Main,,1/25/2024 9:09:31 AM
15463,41,1001442,1001442,North American Greenhouse Tomatoes Emerge as a Major Market Force,Main,,1/25/2024 9:09:31 AM
15464,41,1001443,1001443,Policy Options for a Changing Rural America,Main,,1/25/2024 9:09:31 AM
15465,41,1001444,1001444,Population Loss Counties Lack Natural Amenities and Metro Proximity,Main,,1/25/2024 9:09:31 AM
15466,41,1001445,1001445,Small Farms Can Grow Into Large Enterprises,Main,,1/25/2024 9:09:31 AM
15467,41,1001446,1001446,Understanding Economic and Behavioral Influences on Fruit and Vegetable Choices,Main,,1/25/2024 9:09:31 AM
15468,41,1001447,1001447,Will Hard White Wheat Become a Sustainable Wheat Class?,Main,,1/25/2024 9:09:31 AM
15469,41,1001448,1001448,The Food Stamp Program's Elderly Nutrition Pilot Demonstration: Initial Evaluation Design,Main,,1/25/2024 9:09:31 AM
15470,41,1001449,1001449,The Price is Right: Economics and the Rise in Obesity,Main,,1/25/2024 9:09:31 AM
15471,41,1000145,1000145,Coronavirus (COVID-19) Job Losses Hit Rural Areas Still Recovering From Great Recession,Main,,1/25/2024 9:09:31 AM
15472,41,1001450,1001450,U.S. Sugar Beet Farming—How “Sweet” Is It?,Main,,1/25/2024 9:09:31 AM
15473,41,1001451,1001451,U.S.-Canadian Hog Trade: Market Integration at Work,Main,,1/25/2024 9:09:31 AM
15474,41,1001452,1001452,Forecasting the Counter-Cyclical Payment Rate for U.S. Corn: An Application of the Futures Price Forecasting Model,Main,,1/25/2024 9:09:31 AM
15475,41,1001453,1001453,Rural Transportation At A Glance,Main,,1/25/2024 9:09:31 AM
15476,41,1001454,1001454,Background Report on the Use and Impact of Food Assistance Programs on Indian Reservations,Main,,1/25/2024 9:09:31 AM
15477,41,1001455,1001455,"Interstate Variation in WIC Food Package Costs: The Role of Food Prices, Caseload Composition, and Cost-Containment Practices",Main,,1/25/2024 9:09:31 AM
15478,41,1001456,1001456,Parenting Practices and Obesity in Low-Income African-American Preschoolers,Main,,1/25/2024 9:09:31 AM
15479,41,1001457,1001457,"An Economic Model of WIC, the Infant Formula Rebate Program, and the Retail Price of Infant Formula",Main,,1/25/2024 9:09:31 AM
15480,41,1001458,1001458,"Nutrition and Health Characteristics of Low-Income Populations: Volume II, WIC Participants and Nonparticipants",Main,,1/25/2024 9:09:31 AM
15481,41,1001459,1001459,Supermarket Characteristics and Operating Costs in Low-Income Areas,Main,,1/25/2024 9:09:31 AM
15482,41,1000146,1000146,Wholesale Beef Costs Rose as Cattle Prices Dropped During Supply-Chain Disruptions in 2020,Main,,1/25/2024 9:09:31 AM
15483,41,1001460,1001460,Hard White Wheat At A Crossroads,Main,,1/25/2024 9:09:31 AM
15484,41,1001461,1001461,"Effects of Food Assistance and Nutrition Programs on Nutrition and Health: Volume 3, Literature Review",Main,,1/25/2024 9:09:31 AM
15485,41,1001462,1001462,"Effects of Food Assistance and Nutrition Programs on Nutrition and Health: Volume 4, Executive Summary of the Literature Review",Main,,1/25/2024 9:09:31 AM
15486,41,1001463,1001463,Estimating Longrun Food Stamp Program Caseloads,Main,,1/25/2024 9:09:31 AM
15487,41,1001464,1001464,"Nutrition and Health Characteristics of Low-Income Populations: Volume I, Food Stamp Program Participants and Nonparticipants",Main,,1/25/2024 9:09:31 AM
15488,41,1001465,1001465,"Nutrition and Health Characteristics of Low-Income Populations: Volume III, School-Age Children",Main,,1/25/2024 9:09:31 AM
15489,41,1001466,1001466,"Nutrition and Health Characteristics of Low-Income Populations: Volume IV, Older Adults",Main,,1/25/2024 9:09:31 AM
15490,41,1001467,1001467,Americans at Unequal Risk for Obesity,Main,,1/25/2024 9:09:31 AM
15491,41,1001468,1001468,China's Demand for Commodities Outpacing Supply,Main,,1/25/2024 9:09:31 AM
15492,41,1001469,1001469,Contract Use Continues to Expand,Main,,1/25/2024 9:09:31 AM
15493,41,1000147,1000147,Quantifying Consumer Welfare Impacts of Higher Meat Prices During the COVID-19 Pandemic,Main,,1/25/2024 9:09:31 AM
15494,41,1001470,1001470,Devolution of Farm Programs Could Broaden States' Role in Ag Policy,Main,,1/25/2024 9:09:31 AM
15495,41,1001472,1001472,Grain Exports from the Black Sea: How Large?,Main,,1/25/2024 9:09:31 AM
15496,41,1001473,1001473,How Do Decoupled Payments Affect Resource Allocations Within the Farm Sector?,Main,,1/25/2024 9:09:31 AM
15497,41,1001474,1001474,Low-Skill Jobs: A Shrinking Share of the Rural Economy,Main,,1/25/2024 9:09:31 AM
15498,41,1001475,1001475,Nonmetro Counties Vary by Urban Size and Metro Proximity,Main,,1/25/2024 9:09:31 AM
15499,41,1001476,1001476,One in Four Rural Households are Housing Stressed,Main,,1/25/2024 9:09:31 AM
15500,41,1001477,1001477,Taxing Snacks to Reduce Obesity,Main,,1/25/2024 9:09:31 AM
15501,41,1001478,1001478,U.S. Peanut Sector Adapts to Major Policy Changes,Main,,1/25/2024 9:09:31 AM
15502,41,1001479,1001479,China's Economic Growth Faces Challenges,Main,,1/25/2024 9:09:31 AM
15503,41,1000148,1000148,Examining Opportunities for U.S. Agricultural Exports to Colombia,Main,,1/25/2024 9:09:31 AM
15504,41,1001480,1001480,Farm Income Less Important to Most Corn Farm Households,Main,,1/25/2024 9:09:31 AM
15505,41,1001481,1001481,Farm Profit Recedes From Record High While Cash Margins Improve,Main,,1/25/2024 9:09:31 AM
15506,41,1001482,1001482,"Farm Programs, Natural Amenities, and Rural Development",Main,,1/25/2024 9:09:31 AM
15507,41,1001483,1001483,Job Losses Higher in Manufacturing Counties,Main,,1/25/2024 9:09:31 AM
15508,41,1001484,1001484,Long-Lived Tobacco Program to End,Main,,1/25/2024 9:09:31 AM
15509,41,1001485,1001485,Nonmetro Labor Markets Remain Soft,Main,,1/25/2024 9:09:31 AM
15510,41,1001486,1001486,"One Farm, One Operator? Not on the Largest Farms",Main,,1/25/2024 9:09:31 AM
15511,41,1001487,1001487,Prices Dominate Interstate Variations in WIC Food Costs,Main,,1/25/2024 9:09:31 AM
15512,41,1001488,1001488,Processed Food Trade Pressured by Evolving Global Supply Chains,Main,,1/25/2024 9:09:31 AM
15513,41,1001489,1001489,Taxes on Imports Subsidize Wheat Production in Japan,Main,,1/25/2024 9:09:31 AM
15514,41,1000149,1000149,Higher Off-farm Income Enables Farmers to Borrow More and Increase Investment in Their Operations,Main,,1/25/2024 9:09:31 AM
15515,41,1001490,1001490,Global Trade in Fruits and Vegetables Brings Variety to the Nation's Grocery Stores,Main,,1/25/2024 9:09:31 AM
15516,41,1001491,1001491,Have Conservation Compliance Incentives Reduced Soil Erosion?,Main,,1/25/2024 9:09:31 AM
15517,41,1001492,1001492,How Does Farmland Retirement Affect Rural Counties?,Main,,1/25/2024 9:09:31 AM
15518,41,1001493,1001493,"Irrigation, Water Conservation, and Farm Size in the Western United States",Main,,1/25/2024 9:09:31 AM
15519,41,1001494,1001494,Low-Income Households Spend Less on Fruits and Vegetables,Main,,1/25/2024 9:09:31 AM
15520,41,1001495,1001495,Mexico's Corn Industries and U.S.-Mexico Corn Trade,Main,,1/25/2024 9:09:31 AM
15521,41,1001496,1001496,One in Five Rural Counties Depends on Farming,Main,,1/25/2024 9:09:31 AM
15522,41,1001497,1001497,Responding to Rural Jobs Losses: The Virginia Example,Main,,1/25/2024 9:09:31 AM
15523,41,1001498,1001498,Rural Hispanics: Employment and Residential Trends,Main,,1/25/2024 9:09:31 AM
15524,41,1001499,1001499,Technological Changes Contribute to Rise in Obesity,Main,,1/25/2024 9:09:31 AM
15525,41,1000015,1000015,Rice Outlook,Main,,1/25/2024 9:09:31 AM
15526,41,1000150,1000150,Innovations in Seed and Farming Technologies Drive Productivity Gains and Costs on Corn Farms,Main,,1/25/2024 9:09:31 AM
15527,41,1001500,1001500,Untapped Potential of Cuba's Citrus and Tropical Fruit Industry,Main,,1/25/2024 9:09:31 AM
15528,41,1001501,1001501,Where Will Demographics Take the Asia-Pacific Food System?,Main,,1/25/2024 9:09:31 AM
15529,41,1001502,1001502,Environmental Compliance in U.S. Agricultural Policy: Past Performance and Future Potential,Main,,1/25/2024 9:09:31 AM
15530,41,1001503,1001503,Price Premiums Hold on as U.S. Organic Produce Market Expands,Main,,1/25/2024 9:09:31 AM
15531,41,1001504,1001504,Market Integration of the North American Animal Products Complex,Main,,1/25/2024 9:09:31 AM
15532,41,1001505,1001505,Crop Genetic Resources: An Economic Appraisal,Main,,1/25/2024 9:09:31 AM
15533,41,1001506,1001506,Agricultural Trade Preferences and the Developing Countries,Main,,1/25/2024 9:09:31 AM
15534,41,1001507,1001507,Dietary Intake and Health Outcomes: Final Report,Main,,1/25/2024 9:09:31 AM
15535,41,1001508,1001508,Production Costs and Returns for Tobacco in 2003,Main,,1/25/2024 9:09:31 AM
15536,41,1001509,1001509,Factors Affecting U.S. Pork Consumption,Main,,1/25/2024 9:09:31 AM
15537,41,1000151,1000151,Producers’ Net Costs Influence Offers to USDA’s Conservation Reserve Program,Main,,1/25/2024 9:09:31 AM
15538,41,1001510,1001510,China's Agricultural Imports Boomed During 2003-04,Main,,1/25/2024 9:09:31 AM
15539,41,1001511,1001511,Farmland Protection: The Role of Public Preferences for Rural Amenities,Main,,1/25/2024 9:09:31 AM
15540,41,1001512,1001512,"Food Security Assessment, GFA 16",Main,,1/25/2024 9:09:31 AM
15541,41,1001513,1001513,Nutrition Labeling in the Food-Away-From-Home Sector: An Economic Assessment,Main,,1/25/2024 9:09:31 AM
15542,41,1001514,1001514,Recent Agricultural Policy Reforms in North America,Main,,1/25/2024 9:09:31 AM
15543,41,1001515,1001515,The Forces Shaping World Cotton Consumption After the Multifiber Arrangement,Main,,1/25/2024 9:09:31 AM
15544,41,1001516,1001516,Rural Children At A Glance,Main,,1/25/2024 9:09:31 AM
15545,41,1001517,1001517,Greenhouse Tomatoes Change the Dynamics of the North American Fresh Tomato Industry,Main,,1/25/2024 9:09:31 AM
15546,41,1001518,1001518,"Structural Change in the Meat, Poultry, Dairy, and Grain Processing Industries",Main,,1/25/2024 9:09:31 AM
15547,41,1001519,1001519,Americans Have Growing Appetites for Imported Foods,Main,,1/25/2024 9:09:31 AM
15548,41,1000152,1000152,Racial and Ethnic Diversification Will Likely Shape U.S. Food Demand and Diet Quality,Main,,1/25/2024 9:09:31 AM
15549,41,1001520,1001520,Americans' Whole-Grain Consumption Below Guidelines,Main,,1/25/2024 9:09:31 AM
15550,41,1001521,1001521,China's Soybean Imports Expected To Grow Despite Short-Term Disruptions,Main,,1/25/2024 9:09:31 AM
15551,41,1001522,1001522,Decoupled Payments in a Changing Policy Setting,Main,,1/25/2024 9:09:31 AM
15552,41,1001523,1001523,The Role of Economics in Eating Choices and Weight Outcomes,Main,,1/25/2024 9:09:31 AM
15553,41,1001524,1001524,The Changing Tobacco User's Dollar,Main,,1/25/2024 9:09:31 AM
15554,41,1001525,1001525,"Food Assistance Landscape, September 2004",Main,,1/25/2024 9:09:31 AM
15555,41,1001526,1001526,Black Sea Grain Exports: Will They Be Moderate or Large?,Main,,1/25/2024 9:09:31 AM
15556,41,1001527,1001527,China: A Study of Dynamic Growth,Main,,1/25/2024 9:09:31 AM
15557,41,1001528,1001528,The Conservation Reserve Program: Economic Implications for Rural America,Main,,1/25/2024 9:09:31 AM
15558,41,1001529,1001529,Understanding the Food Stamp Program Participation Decisions of TANF Leavers,Main,,1/25/2024 9:09:31 AM
15559,41,1000153,1000153,Spending Gap Between Full-Service and Quick-Service Restaurants Widened During Coronavirus (COVID-19) Pandemic,Main,,1/25/2024 9:09:31 AM
15560,41,1001530,1001530,"Prototype Notebook: Short Questions on Dietary Intake, Knowledge, Attitudes, and Behaviors",Main,,1/25/2024 9:09:31 AM
15561,41,1001531,1001531,Do Local Food Stamp Offices Improve Access for the Working Poor?,Main,,1/25/2024 9:09:31 AM
15562,41,1001532,1001532,Economic Risks of Soybean Rust in the U.S. Vary by Region,Main,,1/25/2024 9:09:31 AM
15563,41,1001533,1001533,European Union Adopts Significant Farm Reform,Main,,1/25/2024 9:09:31 AM
15564,41,1001534,1001534,Federal Funding for Rural America: Who Get's What?,Main,,1/25/2024 9:09:31 AM
15565,41,1001535,1001535,Fifty Years of U.S. Food Aid and Its Role in Reducing World Hunger,Main,,1/25/2024 9:09:31 AM
15566,41,1001536,1001536,Genetically Engineered Crop Varieties Gain Further Acreage Share in 2004,Main,,1/25/2024 9:09:31 AM
15567,41,1001537,1001537,How Expensive Are Fruits and Vegetables Anyway?,Main,,1/25/2024 9:09:31 AM
15568,41,1001538,1001538,In the Long Run: Nonmetro Educational Attainment,Main,,1/25/2024 9:09:31 AM
15569,41,1001539,1001539,Let's Eat Out: Full-Service or Fast Food?,Main,,1/25/2024 9:09:31 AM
15570,41,1000154,1000154,Financial Health Indicators for Family Farms Show a Mixed Picture During the 2020 Coronavirus (Covid-19) Pandemic,Main,,1/25/2024 9:09:31 AM
15571,41,1001541,1001541,On the Map: Milk Production Shifts West,Main,,1/25/2024 9:09:31 AM
15572,41,1001542,1001542,Persistent Poverty Is More Pervasive in Nonmetro Counties,Main,,1/25/2024 9:09:31 AM
15573,41,1001543,1001543,Sharing the Economic Burden: Who Pays for WIC's Infant Formula,Main,,1/25/2024 9:09:31 AM
15574,41,1001544,1001544,Slow Price Adjustments Benefit Beef and Pork Producers,Main,,1/25/2024 9:09:31 AM
15575,41,1001545,1001545,Structural Change Brings New Challenges to Soybean Price Forecasters,Main,,1/25/2024 9:09:31 AM
